OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
-1,52,544,ראשון לציון,מגורים,9948,852978,מגורים,8300,1,0,14,49,27,14,36,12,63,81,18,0,6,36,67,60.962913199598667,202407,3765.786446115574563,852977.610006050905213
-1,10,2172,טבריה,מגורים,6378,1475818,מגורים,6700,1,0,1,19,1,4,16,0,20,21,1,0,2,10,13,6.775905454873876,202407,6981.506525870123369,1475817.522336745169014
-1,17,1186,ירושלים,מגורים,12277,346241,מגורים,3000,1,0,3,20,10,8,12,3,23,26,2,0,0,15,21,49.098724533146836,202407,3958.161078102537886,346241.173505906423088
-1,9,137,הרצלייה,מגורים,5341,499512,מגורים,6400,1,1,1,8,5,0,7,2,10,15,2,0,1,8,11,18.017586701303543,202407,3065.801740193299338,499511.957356023951434
-1,45,1828,קריית אתא,שטח פתוח,0,508601,פנאי/טבע/ספורט,6800,3,0,11,109,0,16,93,11,120,99,2,3,0,69,81,88.477956653140993,202407,3692.333819411061995,508601.257332523295190
-1,19,779,אשדוד,מגורים,4250,339317,מגורים,70,1,0,3,27,5,5,23,2,30,33,1,2,1,20,30,55.994821290175835,202407,2799.189187305653832,339317.093299367406871
-1,0,2407,באר שבע,שטח פתוח,0,681282,פנאי/טבע/ספורט,9000,3,,,,,,,,,,,,,,,0.000000000000000,202407,4962.864573741636377,681282.354987715836614
-1,21,1421,טל שחר נחשון בקוע נווה שלום,מגורים,2992,28874994,מגורים,0,1,1,9,55,0,11,49,3,65,46,2,3,0,28,38,0.727272884168601,202407,34926.830927231058013,28874993.770744860172272
-1,68,1039,תל אביב -יפו,מגורים,1737,230938,מגורים,5000,1,1,15,67,7,4,66,12,83,141,29,1,2,57,105,294.451116256044884,202407,1966.358977057086804,230938.163402544101700
-1,31,246,בני ברק,מגורים,19257,435224,מגורים,6100,1,0,8,26,25,16,11,5,34,41,6,0,5,14,35,71.227744744539095,202407,2970.819370144575714,435223.663351726660039
-1,6,1665,דאהרייה,לא ידוע,0,58946757,עתידי/לא ידוע,0,5,0,0,14,0,2,12,0,14,11,0,0,0,7,9,0.101786770900879,202407,40071.507402210219880,58946756.507707998156548
-1,21,872,תל מונד,מגורים,6431,2870532,מגורים,154,1,0,5,22,4,5,18,3,27,40,5,1,2,20,31,7.315716660596939,202407,12031.706896758641960,2870532.167150178924203
-1,5,2244,חריש,מגורים,3785,968525,מגורים,1247,1,1,0,6,3,3,4,0,7,9,1,0,0,7,9,5.162486802349907,202407,4150.275780496822335,968525.478403945802711
-1,4,1514,דאר סלאח,לא ידוע,0,10193417,עתידי/לא ידוע,0,5,0,2,7,0,2,7,0,9,6,0,0,0,2,3,0.392410112166812,202407,15875.394025431218324,10193417.233599759638309
-1,11,465,נצר סרני,מגורים,823,2787017,מגורים,0,1,1,7,10,2,0,18,0,18,22,0,1,0,8,10,3.946872492225652,202407,9408.084584137117417,2787016.814368145540357
-1,0,1132,ירושלים,מגורים,5935,350784,מגורים,3000,1,,,,,,,,,,,,,,,0.000000000000000,202407,3081.988916231819530,350783.807113571034279
-1,67,83,תל אביב -יפו,מגורים,1997,200117,מגורים,5000,1,0,12,68,27,27,41,9,80,115,27,0,8,40,93,334.804429999026922,202407,1981.948448908439104,200116.826411749469116
-1,10,1774,טירת כרמל,תעשיה,0,394531,תעשיה/מסחר/מתקנים,2100,4,0,2,8,9,3,6,1,10,11,0,0,0,7,9,25.346521123187099,202407,2719.150693227915781,394531.460605532978661
-1,5,2479,אשקלון,מגורים,11875,4025249,מגורים,7100,1,0,0,6,1,0,6,0,6,10,1,2,0,6,10,1.242159054866641,202407,8992.237761778240383,4025249.407803741283715
-1,2,725,שוהם,מגורים,5479,929400,מגורים,1304,1,0,0,4,0,1,3,0,4,5,0,0,0,1,2,2.151927000612043,202407,4615.327013508617711,929399.556505015003495
-1,3,2081,כרמיאל,מגורים,5626,924397,מגורים,1139,1,0,0,3,3,0,3,0,3,3,0,0,0,2,3,3.245359937134643,202407,4838.365903101530421,924396.695008420618251
-1,0,1367,א-טירה מזרח,לא ידוע,0,2207487,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,7693.915439864936161,2207486.643968624062836
-1,5,318,חולון,מגורים,2436,284410,מגורים,6600,1,1,0,6,0,1,6,0,7,14,0,0,0,2,2,17.580249519006017,202407,2601.368126623582157,284410.070209441415500
-1,5,1993,עברון מזרעה בן עמי,מגורים,5454,7953196,מגורים,0,1,0,0,12,0,4,6,2,12,10,1,0,0,9,10,0.628678082950262,202407,14509.366390014796707,7953195.976764427497983
-1,5,944,פלמחים,מגורים,658,6105517,מגורים,0,1,1,1,9,0,3,7,1,11,10,0,3,0,1,4,0.818931512199274,202407,13991.894258231683125,6105516.670829156413674
-1,16,1611,סענג'יל,לא ידוע,0,64309548,עתידי/לא ידוע,0,5,2,4,38,1,11,30,3,44,39,1,0,0,22,36,0.248796646541673,202407,42282.091927412817313,64309548.470220409333706
-1,5,2316,כחל,מגורים,425,20117263,מגורים,0,1,0,2,8,0,4,5,1,10,8,1,0,0,6,8,0.248542752713105,202407,34279.989595903694862,20117263.309510178864002
-1,9,562,ראשון לציון,מגורים,4407,528866,מגורים,8300,1,0,2,9,7,3,6,2,11,15,0,0,2,10,14,17.017546289849133,202407,3525.104278483438520,528865.903856447665021
-1,1,1204,ירושלים,שטח פתוח,0,1440959,פנאי/טבע/ספורט,3000,3,0,0,4,0,1,3,0,4,2,0,0,0,2,2,0.693982377467492,202407,5305.202708854343655,1440958.780033059185371
-1,35,2560,יישובים בדואים לא מוכרים,שטח פתוח,0,65835066,פנאי/טבע/ספורט,0,3,3,15,72,2,16,73,1,90,70,0,4,1,48,63,0.531631577655191,202407,63537.397161094988405,65835065.995083801448345
-1,39,155,כפר שמריהו,שדה תעופה,0,1168040,תעשיה/מסחר/מתקנים,267,4,0,8,61,0,8,54,7,69,92,11,0,0,43,61,33.389263610762470,202407,5227.192943795485007,1168040.135734799550846
-1,51,1846,יקנעם עילית,תעשיה,0,2213735,תעשיה/מסחר/מתקנים,240,4,1,12,116,6,21,101,6,129,107,2,3,0,73,88,23.037983030749253,202407,14635.271391991835117,2213735.461647371295840
-1,2,797,גדרה,מגורים,7412,1054363,מגורים,2550,1,0,0,3,2,0,1,1,3,3,0,0,1,1,2,1.896880087866939,202407,4332.271446469982038,1054362.905063240090385
-1,15,2409,באר שבע,מגורים,3733,347151,מגורים,9000,1,2,0,38,2,8,24,8,40,29,0,1,0,17,23,43.208863962185767,202407,2395.975856482111340,347150.992285454412922
-1,0,1439,שמורת טבע נחל דולב,שמורת טבע,0,1094522,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202407,5220.200972642415763,1094521.484573980560526
-1,8,390,רעננה,שטח לדרכים,0,495014,עתידי/לא ידוע,8700,5,0,3,15,0,1,13,4,18,18,2,0,1,10,13,16.161167989813332,202407,3402.599642078203033,495013.727042658138089
-1,16,1041,קלנסווה,מגורים,10482,6025328,מגורים,638,1,2,5,26,4,7,24,2,33,26,2,2,0,13,21,2.655457086265553,202407,11417.278730760692270,6025328.024600566364825
-1,32,248,בני ברק,תעשיה+מגורים,13994,432759,מגורים,6100,1,0,8,26,20,16,14,4,34,42,6,3,1,13,24,73.944225249808056,202407,3605.799081477116033,432758.608152204134967
-1,23,1683,חיפה,קריית הממשלה,0,164029,מוסדי/ציבורי,4000,2,1,5,29,8,5,26,4,35,36,2,1,1,20,31,140.218926628971786,202407,1855.790845403383855,164029.211697358579841
-1,11,890,עדנים,מגורים,519,1528305,מגורים,0,1,0,3,26,1,9,18,2,29,21,3,0,0,6,11,7.197517744860854,202407,5651.561981437156646,1528304.672517713624984
-1,70,2262,פרדס חנה אזורים סטטיסטיים 78 ונווה אבות,מגורים+מוסדי,8946,8640781,מגורים,0,1,2,9,103,7,19,83,12,114,140,9,3,1,89,108,8.101119154374789,202407,14737.713623133784495,8640781.436006702482700
-1,0,1532,בית ג'אלא,לא ידוע,0,1022447,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,4877.144611465370872,1022446.604973342386074
-1,19,483,לוד,מגורים,6207,837568,מגורים,7000,1,1,8,14,5,4,18,1,23,35,7,0,2,16,28,22.684719988721749,202407,4042.094305636512217,837568.196100560482591
-1,26,1150,ירושלים,מגורים+ מכללה אקדמאית+ בית חולים,4422,317382,מגורים,3000,1,0,5,35,13,11,24,5,40,40,3,0,4,16,29,81.920102660174592,202407,2840.741701145226216,317382.414763987879269
-1,79,101,תל אביב -יפו,תעשיה+ מגורים,970,188991,מגורים,5000,1,0,11,88,21,7,79,6,99,152,36,2,16,42,115,418.008318476593786,202407,1819.914575951757342,188991.454256008000812
-1,32,1776,חיפה,מגורים,5656,541689,מגורים,4000,1,0,7,49,5,11,33,12,56,66,3,2,2,45,57,59.074453644589553,202407,3922.042578915310514,541689.309435209375806
-1,14,2481,אשקלון,מגורים,8979,764276,מגורים,7100,1,1,0,19,8,7,9,4,20,22,1,0,0,10,14,18.317988706181517,202407,3671.090287038148290,764276.047144608921371
-1,6,743,מודיעין-מכבים-רעות*,מגורים,5033,560801,מגורים,1200,1,0,0,11,0,3,5,3,11,13,0,0,0,9,9,10.698986021977470,202407,4729.756894878196363,560800.807448015897535
-1,2,2099,סח'נין,מגורים,5488,4606249,מגורים,7500,1,0,0,3,0,0,3,0,3,4,0,0,1,2,4,0.434192736258865,202407,10447.186415622816639,4606249.328886982984841
-1,0,1369,ביתוניא מזרח,לא ידוע,0,1571421,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,5472.608919583133684,1571420.862590015400201
-1,13,320,מקווה ישראל,מוסדי,386,1619017,מוסדי/ציבורי,0,2,0,0,21,1,3,14,4,21,27,3,1,0,16,22,8.029562341656648,202407,5356.582373368572917,1619017.257336326641962
-1,2,2011,הילה,מגורים,578,12255899,מגורים,0,1,0,0,7,0,4,3,0,7,3,0,0,0,2,3,0.163186721914771,202407,23591.745190702386026,12255899.110741136595607
-1,74,962,מתקן מחיזור חירייה,מתקן מיחזור,0,3015576,תעשיה/מסחר/מתקנים,0,4,1,29,77,0,10,86,10,107,162,34,8,1,80,136,24.539260916811241,202407,9554.970224392587625,3015575.744145758915693
-1,0,1629,ראס אל-ג'ורא,לא ידוע,0,1054590,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,4934.232036858394167,1054589.640155575005338
-1,14,2334,גן שמואל תלמי אלעזר,מגורים,1825,13078260,מגורים,0,1,0,7,16,0,4,14,4,23,28,4,2,1,13,25,1.070478820301479,202407,29594.210270322819269,13078259.685751814395189
-1,0,580,רחובות,שטח פתוח,0,1481664,פנאי/טבע/ספורט,8400,3,,,,,,,,,,,,,,,0.000000000000000,202407,6656.022948528776396,1481664.059423284605145
-1,2,1222,ירושלים,מיועד למגורים,0,369442,עתידי/לא ידוע,3000,5,0,1,1,0,1,1,0,2,3,0,0,0,1,1,5.413569775742033,202407,2666.434836049390469,369441.991670987918042
-1,0,2578,תעשיון מבצע*,תעשיה,0,3310292,תעשיה/מסחר/מתקנים,0,4,,,,,,,,,,,,,,,0.000000000000000,202407,7684.484556762788998,3310292.015843340661377
-1,11,173,רמת השרון,תעשיה ומסחר,0,294968,תעשיה/מסחר/מתקנים,2650,4,0,6,13,5,1,15,3,19,20,0,0,0,6,8,37.292189135250617,202407,3214.968488990132300,294967.934440786135383
-1,1,1848,דאלית אל-כרמל,מגורים,4546,3109752,מגורים,0,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,0.321569002610637,202407,10684.357623902440537,3109752.469552619848400
-1,8,815,קריית עקרון,מגורים,3451,803691,מגורים,469,1,2,1,9,4,6,5,1,12,12,3,0,1,5,9,9.954075945820652,202407,4254.351612672722695,803690.874325597658753
-1,15,2427,באר שבע,מגורים,4503,425791,מגורים,9000,1,0,3,30,3,2,22,9,33,27,0,0,0,18,21,35.228588208448976,202407,2843.367483875177186,425790.551447716134135
-1,0,1441,דייר ראפאת גבעת שמש צרעה ישעי,מגורים+מוסדי,1836,20414042,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,22800.734441229309596,20414041.682770095765591
-1,4,392,רעננה,מגורים,3868,242682,מגורים,8700,1,0,0,4,1,0,2,2,4,6,1,0,0,3,6,16.482464148515540,202407,2093.824279100157582,242682.159897811885457
-1,17,1059,ירושלים,מגורים,5549,380336,מגורים,3000,1,1,1,21,10,7,13,2,23,25,3,1,0,14,23,44.697363721822029,202407,3584.469548801222118,380335.630213025433477
-1,24,10,תל אביב -יפו,מגורים,6204,697440,מגורים,5000,1,1,3,30,3,4,23,7,34,48,5,0,2,22,36,34.411575016681653,202407,4784.687852188391844,697439.741957918391563
-1,7,1701,חיפה,מגורים,5033,289178,מגורים,4000,1,0,0,7,4,2,3,2,7,12,2,0,0,9,12,24.206516708657251,202407,2390.180193914125539,289178.326822070637718
-1,42,652,כפר סבא,תעשיה,0,927334,תעשיה/מסחר/מתקנים,6900,4,0,4,64,6,6,53,9,68,83,4,1,1,45,59,45.291125751194308,202407,5775.978781535558483,927333.982174035045318
-1,18,2264,בנימינה-גבעת עדה*,מגורים,4379,12007929,מגורים,0,1,0,4,30,1,9,23,2,34,35,0,3,0,24,29,1.499009556031134,202407,19375.652612706249784,12007928.787097169086337
-1,0,1294,מעלה אדומים,מגורים,2416,373034,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,2817.953901495995979,373033.872543741890695
-1,3,501,נס ציונה,מגורים,6295,3069094,מגורים,7200,1,0,1,2,0,1,2,0,3,8,1,0,1,2,4,0.977487148936937,202407,7503.073847546777870,3069094.057413070928305
-1,3,1920,נצרת,מגורים,5008,388099,מגורים,7300,1,0,0,7,1,4,2,1,7,5,0,0,0,2,2,7.729994844120397,202407,2918.500553367757675,388098.577100845694076
-1,5,119,תל אביב -יפו,מגורים,5121,414942,מגורים,5000,1,0,0,6,3,0,5,1,6,13,1,0,1,9,12,12.049885191371404,202407,4326.211432710263580,414941.712770870595705
-1,0,1538,ענתא,לא ידוע,0,3231072,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,7311.864979346601103,3231072.166436061728746
-1,44,2499,אשקלון,מגורים,5046,1022388,מגורים,7100,1,2,7,95,8,25,61,18,104,97,0,0,1,50,64,43.036509243238875,202407,4197.886977335359006,1022387.753414561273530
-1,4,745,מודיעין-מכבים-רעות*,מגורים,9117,944055,מגורים,1200,1,0,1,6,1,1,5,1,7,5,0,0,0,5,5,4.237043140472553,202407,5112.204669201886645,944054.584148955415003
-1,73,2117,פרוד כפר שמאי שפר אמירים כפר חנניה,מגורים,3092,43622144,מגורים,0,1,2,23,205,0,50,165,14,230,154,4,4,0,106,134,1.673461985446526,202407,33663.671034222054004,43622144.174683213233948
-1,3,1387,בית שמש,מגורים,2406,205362,מגורים,2610,1,0,1,2,2,0,3,0,3,4,0,0,0,4,4,14.608383040212026,202407,2378.404844161399069,205361.537395480147097
-1,0,338,בת ים,בית עלמין,0,895119,מוסדי/ציבורי,6200,2,,,,,,,,,,,,,,,0.000000000000000,202407,4868.997556998736400,895119.141868847305886
-1,2,2029,ירכא,מגורים,5916,2486398,מגורים,502,1,0,0,5,0,4,1,0,5,3,0,0,0,1,1,0.804376290532625,202407,7600.339418858038698,2486398.497245216742158
-1,1,980,קדימה-צורן,שטח פתוח,0,1175530,פנאי/טבע/ספורט,195,3,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0.850680070336816,202407,5132.945947492902633,1175530.066907600499690
-1,0,1647,תפוח,לא ידוע,0,7435054,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,10705.715878634820911,7435054.063456912524998
-1,66,2336,חיפה,תעשיה+ מכללה,0,2917108,תעשיה/מסחר/מתקנים,4000,4,0,15,104,13,12,90,17,119,131,7,8,3,74,103,22.625147704997381,202407,7713.120988536544246,2917108.027781940065324
-1,2,598,רחובות,מגורים,4335,783535,מגורים,8400,1,0,0,2,0,0,0,2,2,4,0,0,1,2,4,2.552534373650426,202407,4073.654410692567581,783534.991985147469677
-1,10,1224,ירושלים,מגורים,2858,251461,מגורים,3000,1,0,1,20,2,7,11,3,21,18,2,0,0,11,15,39.767545884920054,202407,2631.835530752842260,251461.330526609759545
-1,32,191,רמת גן,מגורים,6619,248393,מגורים,8600,1,1,6,31,17,5,21,12,38,46,5,3,3,13,29,128.828107241497094,202407,2169.748272048206672,248392.999673695536330
-1,35,1866,זכרון יעקב,מגורים,6388,3802911,מגורים,9300,1,0,7,56,7,8,48,6,63,68,3,2,1,40,52,9.203475918268502,202407,15738.772377212522770,3802911.020881416741759
-1,24,817,קריית עקרון,תעשיה,0,625455,תעשיה/מסחר/מתקנים,469,4,0,6,43,3,9,28,12,49,46,2,4,0,32,45,38.372046476477067,202407,4751.787507099764298,625455.304155136574991
-1,8,2189,רחוב תל תאומים רוויה שדי תרומות,מגורים,1836,8500433,מגורים,0,1,0,3,23,0,9,15,2,26,17,0,1,0,12,14,0.941128585269073,202407,14022.419828310770754,8500432.486292790621519
-1,0,1459,ביתר עילית,מגורים,12637,554439,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,3927.531065987717739,554439.039319704053923
-1,18,410,פתח תקווה,תעשיה,0,1787895,תעשיה/מסחר/מתקנים,7900,4,1,4,23,0,3,21,4,28,38,6,2,0,26,36,10.067704553758412,202407,5884.785922156876040,1787895.135766608407721
-1,1,1077,ירושלים,מגורים,4667,276936,מגורים,3000,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,3.610943039794630,202407,2161.807039167943458,276935.966305598209146
-1,15,28,תל אביב -יפו,מגורים,5941,575493,מגורים,5000,1,0,7,12,10,2,9,7,19,21,3,0,1,11,17,26.064598122077559,202407,3687.021814710004492,575493.239133985131048
-1,14,1719,חיפה,מגורים,6207,1071113,מגורים,4000,1,1,3,20,6,6,13,5,24,29,4,0,0,19,25,13.070515739388759,202407,5122.911529958726533,1071113.051630410132930
-1,44,670,נתניה,מגורים,8356,654444,מגורים,7400,1,0,4,49,27,5,34,14,53,70,6,0,3,34,51,67.232601144515002,202407,5107.346736242129737,654444.410166772548109
-1,29,2282,חדרה,מגורים,13322,7127143,מגורים,6500,1,0,6,39,8,11,26,7,45,52,3,0,2,31,38,4.068951329391323,202407,13253.427798513546804,7127143.495308931916952
-1,0,1296,מחנה ישי מגורים,לא ידוע,0,748323,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,3426.006081243367134,748323.245215061819181
-1,13,263,גבעתיים,מגורים,3765,275529,מגורים,6300,1,0,4,10,3,3,10,1,14,24,5,0,0,5,11,47.181945589192765,202407,2654.794116152616880,275529.121100459829904
-1,3,1938,נצרת,מגורים,3502,332086,מגורים,7300,1,0,1,6,0,2,3,2,7,6,2,0,0,2,6,9.033814577867510,202407,5008.947268614211680,332085.629402875085361
-1,8,121,תל אביב -יפו,מגורים,5115,238191,מגורים,5000,1,0,1,9,4,3,6,1,10,13,0,0,3,4,9,33.586472835645438,202407,2129.891138910657901,238191.132458231004421
-1,8,1556,סמוך למשמר איילון,שטח פתוח,0,8596439,פנאי/טבע/ספורט,0,3,0,5,8,0,3,10,0,13,14,3,0,0,6,10,0.930617953804079,202407,13280.577074940432794,8596438.492615006864071
-1,1,2517,דבירה,מגורים,999,8571416,מגורים,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0.116666835739280,202407,13619.682606302545537,8571416.149785209447145
-1,16,763,אשדוד,מגורים,7010,350466,מגורים,70,1,1,2,14,14,10,5,2,17,21,1,1,0,15,20,45.653474358768428,202407,3089.339528933217935,350466.207111944851931
-1,2,2135,מנרה משגב עם מרגליות,מגורים,984,16312755,מגורים,0,1,0,0,3,0,0,3,0,3,3,0,0,0,1,1,0.122603446600926,202407,29200.972846139062312,16312755.109650343656540
-1,1,1405,בית שמש,שטח פתוח,0,625566,פנאי/טבע/ספורט,2610,3,0,0,5,0,1,4,0,5,2,0,0,0,2,2,1.598551311409654,202407,4329.554611783371001,625566.406822542194277
-1,16,356,הוד השרון,מגורים,4803,1078427,מגורים,9700,1,1,4,19,5,2,13,9,24,30,5,1,1,16,26,14.836419277187611,202407,5151.167686146646702,1078427.328122325474396
-1,15,2047,פקיעין חדשה פקיעין (בוקייעה),מגורים,6362,7550837,מגורים,0,1,0,4,38,1,12,30,0,42,30,0,2,0,21,26,1.986534712910290,202407,17775.697925961008877,7550837.094623368233442
-1,5,998,רמת גן,מגורים,493,589850,מגורים,8600,1,0,1,4,1,0,3,2,5,7,2,0,0,5,7,8.476724728543269,202407,3377.127271066516641,589850.462309309164993
-1,44,1649,אריאל,מגורים,9040,2474450,מגורים,0,1,4,5,65,10,16,50,8,74,82,5,4,1,45,62,17.781729771046844,202407,7106.526909881720712,2474449.930717265233397
-1,48,2354,אופקים,מגורים,29022,10542599,מגורים,31,1,2,14,69,15,13,58,13,85,84,1,2,3,55,70,4.552957026411868,202407,13919.853303134279486,10542598.957457818090916
-1,10,600,רחובות,תעשיה,0,358796,תעשיה/מסחר/מתקנים,8400,4,1,2,14,2,5,10,2,17,17,0,3,1,9,13,27.871024981177793,202407,3679.906874817361768,358795.559429670218378
-1,24,1242,ירושלים,מגורים,4387,296113,מגורים,3000,1,1,5,40,5,10,30,6,46,43,7,1,0,23,35,81.050268969343946,202407,3364.935794201702265,296112.527511508262251
-1,9,2614,שלווה במדבר,מוסדי,0,539187686,מוסדי/ציבורי,0,2,3,7,12,0,2,19,1,22,16,0,0,0,11,12,0.016691775851797,202407,134889.445233630394796,539187686.194048047065735
-1,10,193,רמת גן,מגורים+ מכללה אקדמאית,4814,257200,מגורים,8600,1,0,1,13,2,2,10,2,14,18,3,1,1,6,14,38.880183359473229,202407,2722.168703218553219,257200.433124075818341
-1,7,1884,מועצה אזורית זבולון,שטח פתוח,0,2018528,פנאי/טבע/ספורט,0,3,0,0,12,0,1,10,1,12,13,0,1,0,9,11,3.467873638029849,202407,7793.167536563481008,2018527.988804345251992
-1,2,835,אביחיל,מגורים,1410,1429845,מגורים,0,1,0,0,3,0,0,3,0,3,4,0,1,0,0,2,1.398752803664145,202407,5827.813225747848264,1429845.212650040397421
-1,61,2207,עפולה,מגורים,8325,4566177,מגורים,7700,1,3,8,109,18,16,95,9,120,105,1,6,3,53,73,13.359095483891689,202407,11895.835229402528057,4566177.408758954145014
-1,4,1477,מבשרת ציון,מגורים,2776,748866,מגורים,1015,1,0,1,4,0,0,3,2,5,7,2,0,0,4,6,5.341412037102679,202407,3553.110137037554978,748865.650546162272803
-1,6,428,פתח תקווה,מגורים,2308,342184,מגורים,7900,1,0,1,5,2,0,4,2,6,9,2,0,0,7,9,17.534433410004034,202407,2446.167070255776252,342183.853889272606466
-1,2,1095,ירושלים,מגורים,9193,1023568,מגורים,3000,1,0,1,3,0,0,4,0,4,5,0,1,0,3,5,1.953949218252593,202407,4321.166724428630914,1023568.054541658028029
-1,27,46,תל אביב -יפו,פנאי ונופש,193,615453,פנאי/טבע/ספורט,5000,3,1,8,21,11,5,22,2,30,49,6,2,5,17,34,43.870136147386582,202407,3539.081138234064383,615452.842664780211635
-1,2,1721,חיפה,מגורים,5627,963890,מגורים,4000,1,0,0,2,1,0,1,1,2,4,0,0,0,4,4,2.074924986883812,202407,4157.432768598742769,963890.267186797340401
-1,8,672,נתניה,מגורים,3546,244350,מגורים,7400,1,0,1,7,4,1,3,4,8,12,1,0,0,5,8,32.739971553989271,202407,2398.160258580583104,244349.631972274044529
-1,8,2300,עכו,מוסדות ציבור+ מכללה אקדמאית,0,961427,מוסדי/ציבורי,7600,2,0,2,13,0,0,13,2,15,15,2,0,0,10,13,8.320961960788837,202407,4308.159175203811174,961427.301037870580330
-1,22,1314,שורש שואבה בית מאיר,מגורים,2782,12711101,מגורים,0,1,1,13,37,0,6,36,9,51,51,3,6,0,24,36,1.730770586045806,202407,20345.778873721403215,12711101.157700024545193
-1,17,265,קריית אונו,מגורים,5785,675566,מגורים,2620,1,1,2,20,4,2,17,4,23,30,2,0,0,13,21,25.164074809026687,202407,3834.220434529898739,675566.263771472848020
-1,0,1956,שפרעם,מגורים,5704,985733,מגורים,8800,1,,,,,,,,,,,,,,,0.000000000000000,202407,5089.585337580771011,985732.628947753342800
-1,30,907,נחשונים,מגורים,399,4138845,מגורים,0,1,0,4,53,1,10,44,3,57,63,4,8,0,31,48,7.248399368628634,202407,9667.553675339970141,4138844.795147631317377
-1,2,1574,טולכרם,לא ידוע,0,29023578,עתידי/לא ידוע,0,5,0,0,2,0,0,2,0,2,4,0,0,0,4,4,0.068909490391790,202407,24450.274866717365512,29023578.445129308849573
-1,7,2535,שרשרת שיבולים מעגלים גבעולים מלילות,מגורים,3409,15543072,מגורים,0,1,0,1,19,1,2,15,3,20,14,0,0,0,7,7,0.450361418804841,202407,20984.442157463487092,15543072.092135334387422
-1,11,525,ראשון לציון,מגורים,9539,796860,מגורים,8300,1,0,2,18,1,3,15,2,20,20,2,2,1,11,17,13.804186867130042,202407,3663.298106323133197,796859.685099797090515
-1,3,2137,קריית שמונה,תעשיה,0,2755818,תעשיה/מסחר/מתקנים,2800,4,0,0,10,0,3,6,1,10,7,0,0,0,3,3,1.088605830422332,202407,8267.136350066861269,2755818.420369961299002
-1,2,1167,ירושלים,מגורים,3705,253350,מגורים,3000,1,0,2,0,2,1,0,1,2,2,0,0,0,1,2,7.894203569791353,202407,2462.294090244687141,253350.446605326258577
-1,37,374,רעננה,מגורים,8211,507454,מגורים,8700,1,0,4,43,18,10,23,14,47,60,5,0,2,30,44,72.912949567026970,202407,2983.968611688149849,507454.440119541017339
-1,22,1793,שטח ללא שיפוט,שטח פתוח,0,678233,פנאי/טבע/ספורט,0,3,0,1,52,0,13,33,7,53,44,0,0,0,29,36,32.437212004012181,202407,3777.349278207519092,678233.381995925097726
-1,12,1000,רמת גן,תעשיה ומסחר,0,222089,תעשיה/מסחר/מתקנים,8600,4,0,6,10,0,1,14,1,16,29,6,1,0,17,25,54.032483328320595,202407,1998.874475315483323,222088.626337674155366
-1,10,2372,באר שבע,שטח פתוח,0,5098859,פנאי/טבע/ספורט,9000,3,0,2,21,0,0,17,6,23,20,0,0,0,14,16,1.961222998064963,202407,12752.415555002733527,5098859.237254754640162
-1,5,618,רמלה,מגורים,3339,359250,מגורים,8500,1,0,1,6,4,3,4,0,7,6,0,0,0,4,5,13.917898646895361,202407,2550.897903392349235,359249.634363111283164
-1,0,1260,רמת רחל,שטח פתוח,0,254532,פנאי/טבע/ספורט,0,3,,,,,,,,,,,,,,,0.000000000000000,202407,2181.696073983162478,254531.960858967766399
-1,16,2616,צופר פארן ספיר צוקים,מגורים,1647,785967807,מגורים,0,1,10,19,53,0,14,46,21,82,32,0,5,0,10,19,0.020357067880235,202407,133931.198281553457491,785967807.060007810592651
-1,18,211,רמת גן,מגורים,802,290613,מגורים,8600,1,0,1,28,2,3,21,5,29,36,3,0,1,23,28,61.938102498193089,202407,2699.138610211749437,290612.712918112229090
-1,96,1902,נהלל גיניגר שריד כפר ברוך גבת יפעת רמת דוד,מגורים,5646,73906781,מגורים,0,1,6,13,214,0,34,180,16,233,204,6,10,0,122,154,1.298933583970665,202407,53201.040292664416484,73906781.058459430932999
