OID,SUMACCIDEN,ID,CITY,MainUse,POP_2018,TAZAREA,USETYPE,CITYCODE,USETYPECOD,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,YEARMONTH,Shape_Length,Shape_Area
-1,7,1302,מעלה אדומים,מגורים,1162,204329,מגורים,0,1,0,0,7,5,3,2,1,7,8,1,0,0,5,7,34.258514495150557,202407,2277.852364737969765,204328.766239729389781
-1,24,509,זיתן אחיעזר יגל,מגורים,3882,7634483,מגורים,0,1,1,13,45,1,0,53,6,59,50,6,1,0,30,42,3.143631153724188,202407,11928.615167296336949,7634483.444906616583467
-1,6,1928,נצרת עילית,מגורים,5794,1386210,מגורים,1061,1,0,1,8,1,2,7,0,9,10,1,0,0,5,7,4.328348300558547,202407,8601.754442986850336,1386210.069837895687670
-1,3,127,הרצלייה,מגורים,3396,276102,מגורים,6400,1,1,0,4,1,0,3,2,5,6,1,0,1,1,3,10.865537338588185,202407,2417.356180216318535,276102.313812471344136
-1,25,2507,דימונה,מגורים,34134,27744178,מגורים,2200,1,2,4,29,20,4,19,12,35,34,0,1,0,23,26,0.901089970598400,202407,25689.459450043144898,27744177.402615934610367
-1,6,2125,צפת,שטח פתוח,0,2266289,פנאי/טבע/ספורט,8000,3,1,1,16,0,9,8,1,18,12,0,1,0,9,10,2.647500421892846,202407,6821.612037777635123,2266288.590696527622640
-1,3,1395,בית שמש,מגורים,4893,249309,מגורים,2610,1,1,0,2,3,1,1,0,3,3,0,0,0,2,3,12.033249777234875,202407,2555.319336973679583,249309.210357750154799
-1,32,346,חולון,תעשיה,8,466890,תעשיה/מסחר/מתקנים,6600,4,0,6,29,7,4,26,4,35,57,14,5,0,24,49,68.538572722991930,202407,3517.425872358785455,466890.376158435712568
-1,0,2037,מעיליא,תעשיה ומלאכה,0,509169,תעשיה/מסחר/מתקנים,518,4,,,,,,,,,,,,,,,0.000000000000000,202407,3497.240553567361076,509169.357231470406987
-1,4,988,יבנה,מגורים,7026,628255,מגורים,2660,1,0,1,5,2,4,2,0,6,6,2,0,0,2,6,6.366838691752108,202407,3412.313033978643944,628255.276073160348460
-1,6,1655,פרוש בית דג'ן,לא ידוע,0,19386711,עתידי/לא ידוע,0,5,0,2,12,0,0,14,0,14,12,0,0,0,6,11,0.309490346138429,202407,33019.500201138929697,19386711.329975768923759
-1,10,2344,חיפה,תעשיה,0,473949,תעשיה/מסחר/מתקנים,4000,4,0,2,13,1,1,9,5,15,19,2,0,0,10,17,21.099334774760628,202407,2991.546700239969141,473948.591590772091877
-1,17,606,רחובות,שטח פתוח,0,658256,פנאי/טבע/ספורט,8400,3,0,5,45,1,7,40,3,50,38,3,0,0,27,32,25.825812139232333,202407,3799.717449200499686,658256.162801365484484
-1,2,1232,ירושלים,מגורים,2573,286189,מגורים,3000,1,0,1,2,1,1,1,1,3,3,1,0,0,2,3,6.988383449622812,202407,2362.038580609768815,286189.218782484997064
-1,0,2604,נמל תעופה רמון,נמל תעופה,0,12668228,תעשיה/מסחר/מתקנים,0,4,,,,,,,,,,,,,,,0.000000000000000,202407,18209.537222517410555,12668227.436907391995192
-1,39,199,רמת גן,מגורים,5897,292005,מגורים,8600,1,0,6,44,20,8,28,13,50,62,9,0,2,27,45,133.559401673205912,202407,2206.958539423597358,292004.902024235459976
-1,5,1874,יקנעם עילית,מגורים,1884,291818,מגורים,240,1,0,0,6,3,3,3,0,6,8,1,0,0,6,8,17.133958035833135,202407,3001.250541254484688,291818.153723923023790
-1,20,825,כפר הראה חיבת ציון חרב לאת גאולי תימן,מגורים,3456,5118885,מגורים,0,1,1,4,32,1,8,26,2,37,43,4,0,0,28,37,3.907100954696182,202407,12727.560199886796909,5118884.879583360627294
-1,5,2197,נאעורה טמרה (יזרעאל),מגורים,3855,10495282,מגורים,0,1,1,0,12,0,3,9,1,13,8,0,0,0,7,8,0.476404545533676,202407,20893.943671248627652,10495281.891987245529890
-1,3,1467,מודיעין עילית,מגורים,15814,390085,מגורים,0,1,1,0,2,3,2,0,0,3,3,0,0,0,3,3,7.690638414612931,202407,2508.350491990674527,390084.650748853280675
-1,14,418,פתח תקווה,תעשיה,0,282930,תעשיה/מסחר/מתקנים,7900,4,0,3,24,5,4,20,3,27,24,3,0,0,16,22,49.482147187047616,202407,2104.005251728964595,282930.325296486378647
-1,3,1085,ירושלים,מגורים,10400,1115505,מגורים,3000,1,0,1,3,0,1,3,0,4,3,1,0,0,2,3,2.689365071497874,202407,4831.937556141310779,1115504.931552157970145
-1,14,36,תל אביב -יפו,מגורים,4220,377944,מגורים,5000,1,0,1,16,2,2,11,4,17,25,2,0,1,15,21,37.042493190246674,202407,2622.633197532060422,377944.322702506848145
-1,11,1727,חיפה,מגורים,3684,518620,מגורים,4000,1,1,2,11,3,1,7,6,14,17,0,0,0,15,16,21.210139321434898,202407,3613.879841951747039,518619.884259007929359
-1,19,678,נתניה,מגורים,1832,1183606,מגורים,7400,1,0,6,26,8,7,18,6,32,27,2,0,1,20,23,16.052632896700946,202407,4419.889948881343116,1183606.460215307306498
-1,41,2290,חדרה,מגורים,13401,5859876,מגורים,6500,1,3,11,42,18,15,31,9,56,71,6,3,0,45,57,6.996735340126300,202407,11674.211819022186319,5859875.785906159318984
-1,25,1304,רמת רזיאל צובה גבעת יערים כסלון איתנים,מגורים+מוסדי,3261,36409565,מגורים,0,1,2,10,46,1,20,33,4,58,50,5,0,1,24,33,0.686632760264893,202407,38720.133554563362850,36409564.831068284809589
-1,13,271,קריית אונו,מגורים,4391,293656,מגורים,2620,1,0,0,15,5,4,7,4,15,26,2,0,0,13,20,44.269490858159479,202407,2637.394244103990786,293655.963689582829829
-1,5,1946,כפר כנא,תעשיה,0,2816294,תעשיה/מסחר/מתקנים,509,4,0,1,11,0,4,8,0,12,11,1,0,0,7,9,1.775382624215584,202407,8085.861845516516951,2816294.319771855603904
-1,3,897,כפר קאסם,מגורים,4184,1629635,מגורים,634,1,0,0,8,1,3,5,0,8,5,0,0,0,1,3,1.840903084314867,202407,6012.898202834434414,1629634.946869848761708
-1,0,1564,מלכישוע,מוסדי,0,50053410,מוסדי/ציבורי,0,2,,,,,,,,,,,,,,,0.000000000000000,202407,31718.302671793655463,50053409.540908128023148
-1,0,2525,אשל הנשיא,מוסדי,355,464124,מוסדי/ציבורי,0,2,,,,,,,,,,,,,,,0.000000000000000,202407,2777.666720767212610,464123.843876579485368
-1,63,515,ראשון לציון,מתחם ציבורי+ בית חולים,0,1235091,מוסדי/ציבורי,8300,2,2,17,80,13,15,68,16,99,123,17,2,6,67,108,51.008406467038462,202407,4678.095356745496247,1235090.534355557290837
-1,23,2143,בית הלל הגושרים מעיין ברוך יובל,מגורים,2971,23376337,מגורים,0,1,3,9,47,1,17,41,1,59,44,0,1,1,25,30,0.983900951067978,202407,38023.968900320360262,23376336.789830911904573
-1,3,1157,ירושלים,מגורים,1651,305780,מגורים,3000,1,0,0,3,2,0,2,1,3,4,0,0,0,2,2,9.810990203027268,202407,3443.620371483132658,305779.532740163500421
-1,2,364,הוד השרון,שטח פתוח,0,481620,פנאי/טבע/ספורט,9700,3,0,2,3,0,1,3,1,5,4,0,0,0,2,2,4.152653412000337,202407,2921.857434542515421,481619.774532688083127
-1,164,1799,קריית מוצקין,מגורים,11536,923692,מגורים,8200,1,4,14,281,39,46,209,42,299,318,10,4,0,226,261,177.548390669986816,202407,4693.020592625279278,923691.841875550919212
-1,19,1006,תל אביב -יפו,מתחם ציבורי,0,273550,מוסדי/ציבורי,5000,2,1,4,18,2,3,17,2,23,34,6,0,1,15,27,69.457203234296117,202407,3197.914838736897764,273549.741643186542206
-1,0,1657,יקיר נופים,מגורים,2977,9199750,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,11935.843020869564498,9199749.690772419795394
-1,0,2362,באר שבע,מגורים+ מכללה אקדמאית,8509,3,מגורים,9000,1,,,,,,,,,,,,,,,0.000000000000000,202407,8.234232836698720,2.723637994003060
-1,8,608,רמלה,תעשיה,0,937509,תעשיה/מסחר/מתקנים,8500,4,0,2,12,0,3,10,1,14,16,1,1,1,7,10,8.533254294225507,202407,4787.986904379669795,937508.683576163486578
-1,10,1250,ירושלים,מגורים+ מכללה אקדמאית,1810,1375546,מגורים,3000,1,0,1,11,3,1,9,2,12,19,1,0,0,11,13,7.269842148952494,202407,5631.498207905058734,1375545.685189449694008
-1,0,2622,מחנה רמון,בסיס צבאי,0,615780171,מוסדי/ציבורי,0,2,,,,,,,,,,,,,,,0.000000000000000,202407,103523.422088986451854,615780171.542134404182434
-1,49,201,בני ברק,מגורים,17790,552879,מגורים,6100,1,1,10,44,26,12,24,18,55,71,8,1,3,26,52,88.627019588160692,202407,3417.377391279032508,552878.797320469748229
-1,4,1892,בסמת טבעון,מגורים,7835,3572163,מגורים,944,1,1,2,8,1,5,6,0,11,6,0,0,0,1,1,1.119769712118605,202407,16087.001073971512596,3572163.058806079439819
-1,11,843,אבן יהודה,שטח פתוח,0,1696677,פנאי/טבע/ספורט,182,3,1,4,13,0,3,11,4,18,23,2,2,0,11,15,6.483260063655723,202407,6154.146221941065960,1696677.272236001910642
-1,12,2215,אדירים ברק גדיש דבורה מלאה ניר יפה רם-און אומן חבר,מגורים,4298,22589094,מגורים,0,1,1,1,27,1,5,24,0,29,26,0,2,0,20,23,0.531229805819922,202407,22774.907075951716251,22589093.963729526847601
-1,2,1485,מבשרת ציון,מגורים,2063,335326,מגורים,1015,1,1,0,1,2,1,0,1,2,2,0,0,0,1,1,5.964337791190983,202407,2319.186966450703494,335326.413429148145951
-1,74,436,פתח תקווה,מגורים,4928,288674,מגורים,7900,1,0,10,72,57,8,39,28,82,95,9,3,6,49,85,256.344271085727030,202407,2184.194839477520418,288674.288239711837377
-1,11,1103,ירושלים,מגורים,3683,226798,מגורים,3000,1,1,3,14,5,6,8,3,18,18,1,0,0,10,12,48.501244365287640,202407,2839.168888043793231,226798.304743552202126
-1,22,54,תל אביב -יפו,מגורים,3069,225392,מגורים,5000,1,0,2,23,7,7,14,4,25,35,3,0,2,7,17,97.607915695151760,202407,1994.365918789505031,225391.556036399968434
-1,17,1729,חיפה,מגורים+ בית חולים,3864,796524,מגורים,4000,1,0,2,18,6,1,14,5,20,26,6,1,1,16,26,21.342737559540645,202407,4197.314525010735451,796523.873873932752758
-1,0,2434,באר שבע,תעשיה,0,1161910,תעשיה/מסחר/מתקנים,9000,4,,,,,,,,,,,,,,,0.000000000000000,202407,5405.899342557277123,1161910.521112163783982
-1,8,680,נתניה,מגורים,8700,361900,מגורים,7400,1,0,1,8,5,3,3,3,9,11,2,0,0,4,7,22.105573317575104,202407,2368.261886926420630,361899.684078294201754
-1,0,2052,עין אל-אסד,מגורים,872,2570521,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,8711.666003190743140,2570520.724489286541939
-1,8,1322,גבעת זאב,מגורים,1832,1127420,מגורים,0,1,0,0,11,0,1,7,3,11,16,2,0,0,7,12,7.095848144642498,202407,4106.682621212950835,1127419.842833045171574
-1,14,273,קריית אונו,מגורים,4955,368818,מגורים,2620,1,0,1,24,3,6,18,1,25,26,1,0,1,18,22,37.959150318123648,202407,2569.037250765403769,368817.528386974532623
-1,0,1964,כאבול,מגורים,4476,2685985,מגורים,504,1,,,,,,,,,,,,,,,0.000000000000000,202407,11147.671711965555005,2685984.757015273440629
-1,13,915,בית נחמיה,מגורים,871,5133441,מגורים,0,1,2,6,29,0,10,23,4,37,25,2,1,0,15,22,2.532414390095802,202407,11905.538764389331845,5133441.055635529570282
-1,1,1582,חבלה,לא ידוע,0,21043777,עתידי/לא ידוע,0,5,0,0,2,0,0,2,0,2,2,0,0,0,2,2,0.047519986110146,202407,29164.194481017490034,21043777.194760072976351
-1,0,2543,רביבים רתמים,מגורים,1569,7280665,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,14260.981629073407021,7280665.152035921812057
-1,7,533,ראשון לציון,מגורים,5922,630471,מגורים,8300,1,1,3,10,11,6,7,1,14,10,0,1,0,5,7,11.102813953114659,202407,3275.865527999519145,630470.800425895489752
-1,19,2145,גדות מחניים משמר הירדן,מגורים,2018,19156412,מגורים,0,1,0,10,45,1,17,33,5,55,37,1,2,0,25,31,0.991834988996574,202407,32756.241573542127298,19156412.317357394844294
-1,9,1175,ירושלים,מתחם ציבורי,0,332304,מוסדי/ציבורי,3000,2,0,2,8,6,3,7,0,10,12,2,1,0,6,11,27.083652366440635,202407,2930.942465976662334,332303.777874209627043
-1,0,382,רעננה,קרית חינוך,59,1078974,מוסדי/ציבורי,8700,2,,,,,,,,,,,,,,,0.000000000000000,202407,4430.027444118239146,1078973.585407997947186
-1,5,1801,קריית ביאליק,תעשיה,0,562796,תעשיה/מסחר/מתקנים,9500,4,0,1,16,0,4,13,0,17,10,0,0,0,9,9,8.884207674029689,202407,3313.223959022070630,562796.389217239571735
-1,3,1008,רמת השרון,שטח פתוח,0,543863,פנאי/טבע/ספורט,2650,3,0,2,2,1,0,4,0,4,5,1,0,0,2,3,5.516091378186641,202407,3902.430855448225429,543863.361630209255964
-1,29,2380,באר שבע,מגורים,4752,517903,מגורים,9000,1,1,0,73,0,11,58,4,74,59,1,1,0,33,47,55.995097576876596,202407,3185.116897906689246,517902.481733966502361
-1,20,626,כפר סבא,מגורים,4255,558061,מגורים,6900,1,0,5,27,1,4,24,4,32,41,2,0,1,28,31,35.838370177627674,202407,3878.350886457111301,558061.092088532750495
-1,6,1268,ירושלים,מגורים,4244,508547,מגורים,3000,1,0,0,11,1,2,9,0,11,10,0,0,0,6,7,11.798311642793276,202407,4470.887644411056499,508547.339793737337459
-1,0,2624,מחנה רחבעם,בסיס צבאי,0,962953,מוסדי/ציבורי,0,2,,,,,,,,,,,,,,,0.000000000000000,202407,3973.088232912470176,962952.891525793471374
-1,55,219,בורסה רמת גן וגבעתיים,מגורים+תעסוקה,2893,339593,מגורים,0,1,2,17,54,15,2,63,8,73,102,18,4,7,37,84,161.958422562219312,202407,3768.193997627925910,339593.329756411665585
-1,0,1910,יפיע,מגורים,4932,523231,מגורים,499,1,,,,,,,,,,,,,,,0.000000000000000,202407,3393.928774514879933,523230.558876488357782
-1,18,861,טייבה,מגורים,6469,1296037,מגורים,2730,1,0,5,38,1,8,29,5,43,35,0,4,0,16,25,13.888487763779731,202407,5404.928033760134895,1296037.430867226794362
-1,3,2217,יקנעם עילית,מגורים,3168,1079568,מגורים,240,1,0,0,4,2,2,1,1,4,5,0,0,0,4,5,2.778890545727085,202407,5411.272312932725981,1079567.529067634604871
-1,2,1503,משעולי קדר,מיועד למגורים שטח פתוח,0,5475250,עתידי/לא ידוע,0,5,0,1,1,1,1,1,0,2,3,0,0,0,3,3,0.365280143666685,202407,11938.208868944448113,5475249.708139030262828
-1,3,454,פתח תקווה,מגורים,2565,957468,מגורים,7900,1,0,0,4,1,0,0,4,4,4,1,0,0,3,4,3.133265346814697,202407,3916.850722151268201,957467.583474800339900
-1,6,1105,ירושלים,מגורים,5003,225664,מגורים,3000,1,0,1,6,3,1,5,1,7,9,1,0,0,5,8,26.588149452643847,202407,2188.570380263190600,225664.445383331389166
-1,29,56,תל אביב -יפו,מגורים,6051,268845,מגורים,5000,1,0,7,25,11,3,18,11,32,47,12,2,4,16,43,107.868805684611317,202407,2173.559814190672569,268845.101379825267941
-1,6,1747,חיפה,תעשיה,0,284533,תעשיה/מסחר/מתקנים,4000,4,0,3,4,2,0,5,2,7,9,1,0,2,4,7,21.087153037752589,202407,2192.489495111258293,284533.430817243352067
-1,10,2452,שדרות,מגורים,4788,797279,מגורים,1031,1,0,3,10,8,5,5,3,13,14,0,0,0,4,5,12.542656663002719,202407,4572.134720275406835,797279.258189149433747
-1,29,698,נתניה,תעשיה,0,1342620,תעשיה/מסחר/מתקנים,7400,4,0,5,37,7,5,31,6,42,53,4,1,3,28,42,21.599564280212359,202407,4660.258382546951907,1342619.676201860886067
-1,10,2070,כרמיאל,מגורים,3985,602816,מגורים,1139,1,0,0,22,1,5,16,1,22,20,1,0,0,16,20,16.588823010114965,202407,3613.044459771737820,602815.521866894443519
-1,0,1340,אל-ארסאל דרום,לא ידוע,0,1804943,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,5995.679956876597316,1804942.661801353795454
-1,28,291,אזור,מגורים,3973,533191,מגורים,565,1,1,3,40,9,4,32,7,44,48,5,2,2,21,36,52.514051654955601,202407,3405.352895318840638,533190.624558440758847
-1,1,1982,עכו,מגורים,2561,608412,מגורים,7600,1,0,0,1,0,0,1,0,1,2,0,1,0,1,2,1.643624043799083,202407,3744.431333789580094,608411.639980998239480
-1,22,933,מחמה נחשונים,בסיס צבאי,0,8389016,מוסדי/ציבורי,0,2,2,5,29,1,4,27,5,36,38,7,4,1,23,38,2.622476817524339,202407,17409.169532760010043,8389016.006924461573362
-1,31,1584,ג'ינסאפוט,לא ידוע,0,34229315,עתידי/לא ידוע,0,5,4,6,56,3,13,49,4,66,60,4,0,0,29,46,0.905656443575576,202407,35212.484325362427626,34229315.343476690351963
-1,5,551,ראשון לציון,מוסדי,0,1904793,מוסדי/ציבורי,8300,2,1,3,3,0,0,7,0,7,10,1,1,0,3,5,2.624957065689228,202407,6037.500236427466007,1904793.059419874334708
-1,3,2163,טורעאן,מגורים,4351,7509004,מגורים,0,1,0,3,1,1,0,4,0,4,7,1,2,0,3,7,0.399520360609573,202407,16021.003939969068597,7509004.035295516252518
-1,1,1177,ירושלים,מתחם ציבורי+ בית חולים,0,319386,מוסדי/ציבורי,3000,2,0,1,0,1,0,0,1,1,1,0,0,0,1,1,3.131006718147581,202407,3249.836420183688006,319386.092084668809548
-1,3,128,הרצלייה,מגורים,4636,720217,מגורים,6400,1,0,1,2,0,1,1,1,3,5,1,0,0,1,2,4.165409533813911,202407,4054.823576164450060,720217.298118380946107
-1,0,1819,קריית ביאליק,שטח פתוח,0,401571,פנאי/טבע/ספורט,9500,3,,,,,,,,,,,,,,,0.000000000000000,202407,3332.432181938822396,401571.305969876004383
-1,36,770,אשדוד,מגורים,5396,266070,מגורים,70,1,1,7,36,16,11,27,6,44,57,10,1,0,33,50,135.302591026589084,202407,2268.778891607947116,266070.292718381388113
-1,2,2398,באר שבע,מגורים,2868,786544,מגורים,9000,1,0,0,3,1,0,3,0,3,4,0,0,0,4,4,2.542769448031255,202407,4137.669826703589933,786543.979261865373701
-1,0,1412,בית שמש,שטח פתוח,0,1750956,פנאי/טבע/ספורט,2610,3,,,,,,,,,,,,,,,0.000000000000000,202407,6373.841908391531433,1750956.160068944329396
-1,1,1030,חולון,שטח פתוח,0,654357,פנאי/טבע/ספורט,6600,3,1,0,0,0,0,1,0,1,3,1,1,0,1,3,1.528217064601284,202407,3328.086249515510644,654357.305099784978665
-1,21,237,בני ברק,מגורים,6484,277490,מגורים,6100,1,0,2,24,10,13,13,0,26,37,2,1,2,17,30,75.678366809626041,202407,2254.901596596133459,277490.132058833900373
-1,8,1912,יפיע,מגורים,8102,1763873,מגורים,499,1,0,4,15,3,0,19,0,19,14,1,0,0,7,11,4.535473613447155,202407,6748.585986515655350,1763873.121492962585762
-1,53,879,אייל,מגורים,522,4553880,מגורים,0,1,5,16,87,5,21,79,8,108,98,9,12,0,54,86,11.638425642513230,202407,11364.920080995078024,4553880.535731554031372
-1,29,2235,מועצה אזורית מנשה,כרייה,0,7615545,תעשיה/מסחר/מתקנים,0,4,0,10,78,0,27,55,6,88,63,4,0,0,45,54,3.808000831306472,202407,19505.304868590828846,7615544.555973876267672
-1,10,1505,מחנה ענתות,לא ידוע,0,2110120,עתידי/לא ידוע,0,5,0,4,16,0,2,18,0,20,20,2,2,0,11,18,4.739067100126537,202407,6050.754855638421759,2110119.943170459009707
-1,3,456,פתח תקווה,מגורים,3563,397458,מגורים,7900,1,0,0,5,0,0,5,0,5,7,0,0,0,2,2,7.547971759342246,202407,2800.283914837661541,397457.766887753910851
-1,3,1123,ירושלים,מגורים,2263,201239,מגורים,3000,1,0,0,4,2,0,3,1,4,4,1,0,0,2,4,14.907632723193657,202407,2361.535277718746329,201239.194425049587153
-1,102,74,תל אביב -יפו,מגורים,6123,400484,מגורים,5000,1,1,16,103,16,5,102,12,120,190,41,2,9,53,145,254.692112148544879,202407,2733.992623195955275,400483.545169668330345
-1,23,1765,טירת כרמל,מגורים,4223,496290,מגורים,2100,1,0,2,35,15,10,22,4,37,33,1,1,0,23,28,46.343868379116635,202407,3745.432327491392243,496290.033707333030179
-1,4,2470,קריית גת,מגורים,5260,235034,מגורים,2630,1,0,0,9,2,0,7,2,9,5,0,0,0,4,5,17.018818272261360,202407,2176.518598319238208,235033.945131168264197
-1,6,716,ראש העין,מגורים,5137,1324257,מגורים,2640,1,0,1,9,1,3,7,0,10,12,1,0,0,5,7,4.530843881872324,202407,5193.557577517452046,1324256.618950323201716
-1,12,2072,כרמיאל,מגורים,3866,630959,מגורים,1139,1,0,1,13,7,5,7,1,14,17,2,0,1,10,13,19.018680623496486,202407,3715.912401769268854,630958.594739463180304
-1,0,1358,אום א-שראייט מזרח,לא ידוע,0,831024,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,3871.594619154855081,831024.401837610290386
-1,13,309,בת ים,מגורים,3771,220603,מגורים,6200,1,0,1,16,6,2,12,3,17,22,1,1,0,12,18,58.929475802831384,202407,2775.910933142953127,220602.675026262324536
-1,7,1984,עכו,מגורים,5812,361745,מגורים,7600,1,0,0,11,7,1,7,3,11,8,0,0,0,7,8,19.350645772175579,202407,3354.060191489271801,361745.033339680405334
-1,6,951,גן יבנה,מגורים,5552,1634088,מגורים,166,1,0,0,13,2,3,10,0,13,11,0,0,0,9,10,3.671771877945964,202407,7860.988686073244935,1634088.445428280625492
-1,65,1602,כפר תפוח שילה מגדלים עלי רחלים,מגורים,10859,40616995,מגורים,0,1,5,13,157,5,25,141,7,175,144,2,2,0,75,113,1.600315340685473,202407,58357.111271118861623,40616994.880620308220387
-1,6,2307,עכו,שטח פתוח,0,946195,פנאי/טבע/ספורט,7600,3,1,2,7,1,1,9,0,10,10,3,0,0,5,9,6.341186145116347,202407,4440.196851250877444,946195.216902895830572
-1,20,553,ראשון לציון,מגורים,19190,1221012,מגורים,8300,1,0,6,25,5,7,17,7,31,39,4,1,1,28,34,16.379860640591573,202407,5006.169900322782269,1221011.609246370382607
-1,11,1195,ירושלים,מגורים,3335,285834,מגורים,3000,1,2,2,7,7,1,5,5,11,15,2,0,0,9,12,38.483900580468124,202407,2226.742709630545505,285833.811907903931569
-1,0,2567,תל שבע,מגורים,20203,6137110,מגורים,0,1,,,,,,,,,,,,,,,0.000000000000000,202407,11866.954609387859819,6137110.039057229645550
-1,15,146,הרצלייה,מגורים,3536,348949,מגורים,6400,1,0,5,16,4,7,10,4,21,25,1,0,4,15,21,42.986251378863912,202407,2925.151738506011043,348948.780571627430618
-1,11,1837,קריית אתא,מגורים,4458,1075152,מגורים,6800,1,1,4,10,6,2,8,5,15,16,0,1,0,10,13,10.231110244160572,202407,4658.733090640129376,1075152.132807705085725
-1,10,788,אשדוד,מגורים,5272,292898,מגורים,70,1,0,3,10,7,4,6,3,13,15,0,0,0,10,10,34.141623513957605,202407,2066.696552037364199,292897.612086661625654
-1,0,2400,באר שבע,תעשיה,0,493995,תעשיה/מסחר/מתקנים,9000,4,,,,,,,,,,,,,,,0.000000000000000,202407,2931.488548631494723,493995.449700624856632
-1,0,1430,בית שמש,מגורים+ שטח פתוח,718,691385,מגורים,2610,1,,,,,,,,,,,,,,,0.000000000000000,202407,4290.025740724062416,691385.440248654223979
-1,0,1032,חולון,שטח פתוח,0,524071,פנאי/טבע/ספורט,6600,3,,,,,,,,,,,,,,,0.000000000000000,202407,3946.233815212320224,524071.249635720625520
-1,35,255,גבעתיים,מגורים,11596,509125,מגורים,6300,1,0,5,39,18,5,27,12,44,60,10,0,3,21,43,68.745458819183753,202407,3509.531306149289776,509124.538568547344767
-1,18,1674,חיפה,תעשיה,0,635029,תעשיה/מסחר/מתקנים,4000,4,2,9,15,6,5,20,1,26,31,4,0,0,15,27,28.345168513212766,202407,3944.107870659538094,635028.858325873501599
-1,0,881,כוכב יאיר,מגורים,5169,1276240,מגורים,1224,1,,,,,,,,,,,,,,,0.000000000000000,202407,6046.489243087553405,1276239.598371190018952
-1,57,2253,מגל להבות חביבה שדה יצחק מאור,מגורים,4184,18734317,מגורים,0,1,4,28,115,1,25,110,11,147,111,2,7,3,63,85,3.042544815435617,202407,33824.678573889905238,18734317.309255149215460
-1,2,1523,בית סאחור,לא ידוע,0,3531984,עתידי/לא ידוע,0,5,0,0,2,0,1,1,0,2,4,1,0,0,2,4,0.566254005098190,202407,11732.010659639548976,3531983.848225843627006
-1,22,474,לוד,מגורים,7256,445464,מגורים,7000,1,0,5,29,9,4,22,7,34,36,2,0,1,16,25,49.386686151655447,202407,3884.032042680736140,445464.187097772257403
-1,9,1141,ירושלים,מגורים,1297,1489417,מגורים,3000,1,0,1,21,0,6,15,1,22,19,1,0,0,15,19,6.042631239153283,202407,5788.072099705892470,1489417.381898868829012
-1,86,92,תל אביב -יפו,אצטדיון+ בית עלמין,0,420132,פנאי/טבע/ספורט,5000,3,4,11,114,6,9,97,21,129,170,25,5,6,68,125,204.697451637759769,202407,2650.950892543209648,420132.245477040938567
-1,46,1783,חיפה,מגורים,4885,550711,מגורים,4000,1,2,3,70,18,11,50,12,75,74,5,1,2,45,64,83.528442122369199,202407,3295.328827738792370,550710.618218043469824
-1,1,2472,קריית גת,מגורים,4132,3794624,מגורים,2630,1,0,0,3,0,1,2,0,3,2,0,0,0,0,0,0.263530703410819,202407,10533.638084668140436,3794624.258415516931564
-1,4,734,מודיעין-מכבים-רעות*,מגורים,7535,540883,מגורים,1200,1,0,1,4,3,1,3,1,5,5,0,0,0,4,4,7.395310928886082,202407,3565.414719668115140,540883.275695143733174
-1,0,2090,כפר מנדא,מגורים,8237,5391858,מגורים,510,1,,,,,,,,,,,,,,,0.000000000000000,202407,10748.233665374376869,5391857.929150014184415
-1,0,1360,סטח מרחבא,לא ידוע,0,1099466,עתידי/לא ידוע,0,5,,,,,,,,,,,,,,,0.000000000000000,202407,4997.745651040954726,1099466.399984671268612
-1,88,327,חולון,מגורים,11663,579166,מגורים,6600,1,0,16,104,42,19,65,34,120,139,18,1,4,62,110,151.942628087572416,202407,3110.112762171688701,579165.972759672440588
-1,13,2002,נהרייה,תעשיה,32,1343947,תעשיה/מסחר/מתקנים,9100,4,0,0,36,0,8,26,2,36,28,2,0,0,22,26,9.672997449467486,202407,5445.633379720335142,1343947.423527509672567
-1,16,953,גן יבנה,מגורים,5552,2239709,מגורים,166,1,0,3,22,1,6,19,0,25,32,3,1,0,23,28,7.143785437012995,202407,7182.417004876344436,2239708.924781204201281
-1,2,1620,סלפית,לא ידוע,0,25657075,עתידי/לא ידוע,0,5,0,2,3,0,3,2,0,5,4,0,0,0,4,4,0.077951208722271,202407,27323.641189543359360,25657074.890598788857460
-1,4,2325,מירב,מגורים,919,18275385,מגורים,0,1,1,2,3,0,2,4,0,6,8,1,0,2,4,8,0.218873635598270,202407,23290.037412004036014,18275385.196880292147398
-1,13,571,רחובות,מגורים,11658,543943,מגורים,8400,1,1,2,14,6,1,8,7,17,20,1,1,1,11,16,23.899553148432805,202407,3234.002804916058722,543943.224346538307145
-1,1,1213,מבשרת ציון,מגורים+ שטח לכרייה,624,200025,מגורים,1015,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0,4.999372524217479,202407,1932.546917057562951,200025.102181503025349
