pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2021000069,1,1,1,4000,762,989,,18380438,,,,,11,2021,12,38,4,1,6,3,2,3,0,1,1,3,3,1,9,2,9,9,9,0,0,9,3,31,311,0,13,1,198898,741270
2021000073,1,1,1,70,407,406,,8560073,,,,,38,2021,3,63,4,1,2,3,5,0,1,1,1,1,3,1,1,1,9,9,9,0,0,9,6,61,613,0,13,1,165229,632746
2021000077,1,1,1,681,134,116,,520001,,,,,20,2021,5,39,4,1,5,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,0,16,1,185996,664967
2021000088,1,1,4,0,,,,,652,0,21,,12,2021,9,30,4,1,2,3,3,2,0,1,1,1,3,1,1,1,9,9,9,3,3,2,3,32,322,99,99,1,196685,719390
2021000094,1,1,2,5000,1994,,72,,,,,,20,2021,11,53,4,1,6,3,1,3,0,1,1,2,3,1,1,1,9,9,9,3,3,2,5,51,511,0,13,1,176774,661641
2021000100,1,1,4,0,,,,,85,0,174,,12,2021,5,70,4,1,3,3,3,3,0,5,1,2,3,1,1,1,9,9,9,0,0,9,2,24,242,99,99,1,224824,757990
2021000103,1,1,2,3000,,,9999,,,,,,61,2021,6,51,4,1,5,2,12,3,0,1,1,1,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,2,220976,632344
2021000105,1,1,2,5000,2566,,9999,,,,,,20,2021,10,65,4,1,1,2,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,13,3,183824,669114
2021000108,1,1,2,5000,1555,,9999,,,,,,20,2021,6,69,4,1,5,3,4,0,1,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,3,180256,664275
2021000115,1,1,2,2660,158,,55,,,,,,52,2021,6,32,4,1,3,3,1,0,3,1,1,2,3,1,1,1,9,9,9,3,3,2,4,44,441,0,15,1,175993,641898
2021000119,1,1,2,5000,723,,52,,,,,,20,2021,6,88,4,5,1,3,4,3,0,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179392,665193
2021000127,1,1,1,8300,349,345,,20390828,,,,,52,2021,12,70,4,5,1,3,1,3,0,1,1,2,4,3,9,1,9,9,9,3,3,1,4,44,442,0,13,1,181936,652449
2021000132,1,1,1,3000,1307,1105,,26640236,,,,,61,2021,9,69,2,1,2,2,2,2,0,3,1,4,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,218356,629343
2021000142,1,2,4,0,,,,,449,0,185,,43,2021,11,72,4,5,7,3,5,2,0,4,1,3,3,5,1,1,9,9,9,0,0,9,7,77,777,99,99,1,231453,647464
2021000146,1,1,2,3000,4278,,1,,,,,,61,2021,6,64,4,1,1,3,1,3,0,1,0,3,3,1,1,1,9,9,9,1,2,2,1,11,111,0,12,1,221205,633980
2021000150,1,1,2,3000,4359,,9999,,,,,,61,2021,8,60,4,1,2,3,1,3,0,1,1,2,3,1,1,1,9,9,9,1,3,2,1,11,111,0,12,3,223393,633462
2021000154,1,1,4,0,,,,,806,0,77,,12,2021,9,45,2,1,2,3,2,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,2,22,222,99,99,1,238369,754072
2021000156,1,1,1,6100,203,111,,7750011,,,,,20,2021,8,51,4,1,3,3,2,3,0,1,0,3,3,1,1,1,9,9,9,0,0,9,5,51,512,0,13,1,183896,667095
2021000159,1,1,2,5000,2792,,51,,,,,,20,2021,2,57,2,1,5,3,1,0,3,1,1,0,3,1,1,1,9,9,9,4,2,9,5,51,511,0,13,1,180280,662020
2021000160,1,1,4,0,,,,,781,0,136,,12,2021,7,59,4,1,4,3,2,2,0,2,1,2,3,1,1,1,9,9,9,0,0,9,2,24,241,99,99,1,217682,748562
2021000164,1,1,2,7700,364,,9999,,,,,,14,2021,9,5,4,5,3,2,7,0,3,1,1,3,3,3,1,1,9,9,9,0,0,9,2,23,234,0,15,3,228589,724237
2021000173,1,1,4,0,,,,,57,0,140,,51,2021,6,46,4,1,3,3,2,3,0,3,1,3,3,1,1,1,9,9,9,0,0,9,4,41,412,99,99,1,201289,691082
2021000177,1,1,1,7700,280,281,,7490002,,,,,14,2021,5,93,4,5,5,3,2,0,3,3,1,4,3,3,1,1,9,9,9,0,0,9,2,23,234,0,15,1,230465,725777
2021000181,1,1,2,5000,2604,,52,,,,,,20,2021,6,75,4,1,7,3,1,0,2,1,1,3,3,1,1,1,9,9,9,4,3,9,5,51,511,0,13,1,181508,663942
2021000187,1,1,2,831,138,,9999,,,,,,34,2021,1,85,4,5,7,2,1,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,6,62,626,99,17,3,193469,543966
2021000194,1,1,3,0,,,,,3922,0,5,9110,38,2021,11,49,4,1,4,3,2,0,3,4,1,4,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,177455,633923
2021000204,1,1,1,5000,407,461,,20312,,,,,20,2021,2,80,4,5,4,3,2,0,1,1,1,4,3,6,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178861,667001
2021000208,1,1,2,5000,839,,27,,,,,,20,2021,7,27,4,1,3,3,7,1,0,1,0,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180834,666917
2021000214,1,1,2,8700,465,,9999,,,,,,51,2021,7,32,4,1,5,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,42,421,0,15,3,185617,677294
2021000230,1,1,4,0,,,,,20,0,54,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99,99,1,177328,655951
2021000234,1,1,1,8600,1714,1704,,250232,,,,,20,2021,6,59,4,1,1,2,11,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,512,0,14,1,182750,661679
2021000243,1,1,2,70,852,,89,,,,,,38,2021,1,74,4,5,1,3,1,0,2,1,0,1,3,3,1,1,9,9,9,3,3,1,6,61,613,0,13,1,166254,633060
2021000250,1,1,1,5000,1979,1650,,18700711,,,,,20,2021,3,95,3,5,2,3,2,1,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177316,662137
2021000255,1,1,3,0,,,,,40,531,3012,4198,51,2021,2,78,4,5,4,3,1,0,3,2,1,3,3,3,1,1,9,9,9,3,4,1,4,42,421,99,99,1,193234,674619
2021000258,1,2,4,0,,,,,60,0,679,,43,2021,2,27,4,5,2,3,2,2,0,2,1,2,2,6,1,1,9,9,9,0,0,9,7,77,777,99,99,1,212666,614877
2021000266,1,1,1,2600,139,105,,7480001,,,,,33,2021,12,69,4,5,4,2,1,0,2,1,1,2,3,3,1,1,9,9,9,3,3,9,6,62,625,0,15,1,194476,385491
2021000269,1,1,1,5000,2215,1101,,13110533,,,,,20,2021,1,64,4,1,2,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178457,663222
2021000283,1,1,2,825,9000,,239,,,,,,61,2021,7,31,4,1,5,3,5,3,0,1,1,2,4,1,1,1,9,9,9,0,0,9,1,11,111,26,31,2,205521,628047
2021000290,1,1,4,0,,,,,75,0,371,,11,2021,2,26,4,5,4,3,5,0,2,3,1,2,3,6,1,1,9,9,9,0,0,9,3,31,311,99,99,1,210963,736357
2021000301,1,1,1,2550,127,138,,350001,,,,,52,2021,3,67,4,1,1,3,17,0,2,2,1,4,3,1,1,1,9,9,9,0,0,9,4,44,441,99,16,1,178405,635934
2021000302,1,1,2,5000,404,,117,,,,,,20,2021,2,46,4,1,1,3,12,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178797,665356
2021000311,1,1,1,9000,374,463,,10970053,,,,,34,2021,9,64,2,1,2,3,2,3,0,1,1,4,3,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,178748,574934
2021000319,1,1,3,0,,,,,85,0,167,1393,12,2021,5,59,4,1,7,3,3,1,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,24,242,99,99,1,224033,757900
2021000325,1,1,1,6200,310,508,,8040033,,,,,20,2021,5,59,4,1,1,3,2,1,0,1,1,1,1,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,176816,658103
2021000337,1,1,2,9100,411,,84,,,,,,12,2021,6,36,4,1,5,3,5,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,2,24,245,0,15,1,208969,767687
2021000357,1,1,1,5000,456,916,,9920422,,,,,20,2021,4,42,4,1,1,3,1,9,0,0,0,0,5,11,9,9,9,9,9,4,3,9,5,51,511,0,13,1,180176,666045
2021000363,1,1,2,743,,,9999,,,,,,52,2021,4,59,4,1,4,2,10,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,43,432,30,31,2,193712,644170
2021000374,1,1,1,3000,1451,1452,,25810842,,,,,61,2021,11,74,4,5,5,3,2,3,0,1,1,1,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,1,218005,628901
2021000384,1,1,4,0,,,,,375,0,46,,61,2021,8,37,4,1,5,3,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,1,11,112,99,99,1,199463,621415
2021000389,1,1,3,0,,,,,87,888,99,1419,12,2021,8,45,4,1,3,3,2,3,0,4,1,4,3,1,1,1,9,9,9,0,0,9,2,29,293,99,99,1,259623,756670
2021000406,1,1,4,0,,,,,25,,-190,,34,2021,11,47,4,1,4,2,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,4,172668,578471
2021000418,1,1,1,9000,101,531,,9400021,,,,,34,2021,6,59,4,1,4,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,182311,573605
2021000433,1,1,1,6200,311,508,,8000033,,,,,20,2021,11,86,4,5,6,3,2,3,0,1,1,0,3,4,2,2,9,9,9,0,0,9,5,51,513,0,14,1,176340,656873
2021000437,1,1,1,8500,747,738,,10030216,,,,,52,2021,6,73,4,1,4,3,2,0,3,1,1,3,3,1,1,1,3,4,9,0,0,9,4,43,432,0,15,1,188303,647277
2021000468,1,1,2,3000,809,,46,,,,,,61,2021,8,27,4,1,2,3,5,2,0,1,1,2,3,1,1,2,9,9,9,0,0,9,1,11,111,0,12,1,220038,631299
2021000470,1,1,2,26,152,,9999,,,,,,12,2021,9,45,3,1,4,2,1,3,0,1,1,5,5,1,1,1,9,9,6,8,0,9,2,21,213,99,19,3,251113,763780
2021000478,1,2,4,0,,,,,60,0,615,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99,99,1,211122,610696
2021000482,1,1,3,0,,,,,6,35,784,4179,38,2021,10,33,4,1,3,3,2,0,3,7,1,3,3,1,1,1,9,9,9,0,0,9,6,61,612,99,99,1,182323,612012
2021000485,1,1,2,2300,190,,9999,,,,,,12,2021,12,57,4,1,1,3,1,3,0,1,1,3,1,1,1,1,9,9,9,3,3,9,3,31,311,99,17,3,211185,734972
2021000488,1,1,2,7900,437,,17,,,,,,51,2021,7,14,4,5,5,3,3,3,0,1,1,3,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,190742,667304
2021000490,1,1,1,3000,1714,1786,,12730533,,,,,61,2021,11,36,4,1,1,3,1,1,0,1,1,3,3,1,1,1,9,9,9,3,4,1,1,11,111,0,12,1,220970,629028
2021000500,1,1,1,2630,421,180,,8590233,,,,,38,2021,9,37,4,1,3,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,6,61,612,0,15,1,179204,610645
2021000502,1,1,4,0,,,,,6403,0,186,,12,2021,7,40,4,1,6,3,2,3,0,4,1,3,4,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,200381,707269
2021000509,1,1,2,9100,411,,55,,,,,,12,2021,6,67,4,1,4,3,2,3,0,1,1,4,3,1,1,1,9,9,9,0,0,9,2,24,245,0,15,1,209050,768109
2021000510,1,1,2,1095,,,9999,,,,,,34,2021,4,58,2,1,6,1,1,3,0,1,1,2,4,1,1,1,9,9,9,1,2,1,6,62,621,39,31,2,155896,593550
2021000528,1,1,1,70,145,126,,7710005,,,,,38,2021,7,56,4,1,1,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,6,61,613,0,13,1,167033,635039
2021000533,1,1,2,6200,521,,22,,,,,,20,2021,6,71,4,1,1,2,4,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,176966,657489
2021000551,1,1,2,2018,,,9999,,,,,,51,2021,10,65,4,1,5,3,5,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,16,33,2,193839,700642
2021000554,1,1,2,4000,337,,21,,,,,,11,2021,10,27,4,5,4,3,10,1,0,1,1,3,4,6,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200216,746878
2021000562,1,2,4,0,,,,,5055,0,48,,41,2021,3,76,4,5,5,3,4,3,0,4,2,3,1,5,1,1,9,9,9,0,0,9,7,77,777,99,99,1,231249,661893
2021000583,1,1,1,4000,865,858,,60525,,,,,11,2021,9,55,4,1,1,3,3,0,5,1,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200225,746524
2021000584,1,1,2,70,480,,9999,,,,,,38,2021,9,77,4,5,5,3,5,2,0,1,1,2,3,3,1,1,9,9,9,0,0,9,6,61,613,0,13,3,166978,636744
2021000585,1,1,2,3000,7001,,9999,,,,,,61,2021,9,57,4,1,2,2,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,1,11,111,0,12,3,223089,634944
2021000595,1,1,4,0,,,,,99,0,41,,12,2021,3,64,4,1,3,3,2,3,0,1,1,2,3,1,9,1,9,9,9,0,0,9,2,21,211,99,99,1,257844,792128
2021000597,1,1,4,0,,,,,85,0,174,,12,2021,8,8,4,5,7,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,224824,757990
2021000604,1,1,3,0,,,,,57,562,85,10765,51,2021,7,83,4,5,6,3,4,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,195903,691407
2021000618,1,1,4,0,,,,,293,0,6,,34,2021,8,47,4,1,3,3,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,62,621,99,99,1,163228,591980
2021000635,1,1,1,5000,2601,2604,,18110921,,,,,20,2021,7,44,4,1,5,3,4,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,181746,663189
2021000638,1,2,1,3616,130,140,,130097,,,,,43,2021,11,56,4,1,2,3,1,0,2,1,1,2,3,1,1,1,9,9,9,3,3,2,7,77,777,0,16,1,228103,631434
2021000639,1,1,4,0,,,,,886,0,422,,12,2021,6,66,4,1,3,2,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,21,212,99,99,1,245417,768078
2021000665,1,1,2,8300,641,,9999,,,,,,52,2021,1,47,4,1,5,2,1,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,44,442,0,13,3,183708,650502
2021000671,1,1,1,7400,607,1260,,10490001,,,,,51,2021,2,60,4,1,6,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,0,13,1,187974,690982
2021000674,1,1,4,0,,,,,90,0,4405,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99,99,1,251620,763423
2021000683,1,1,1,5000,537,404,,7630325,,,,,20,2021,1,54,4,1,6,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178850,665767
2021000688,1,1,4,0,,,,,7,0,118,,52,2021,7,13,4,5,7,2,11,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,44,441,99,99,1,177889,634714
2021000692,1,1,4,0,,,,,581,0,204,,12,2021,7,4,4,5,4,3,2,3,0,4,1,4,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,201865,704614
2021000698,1,1,4,0,,,,,553,0,128,,51,2021,2,29,1,1,6,3,15,0,2,2,1,2,3,1,1,1,2,2,9,0,0,9,4,41,411,99,99,1,196794,685798
2021000732,1,1,2,5000,2465,,9999,,,,,,20,2021,4,71,4,1,2,3,3,1,0,3,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,3,179705,661550
2021000736,1,1,1,8600,719,722,,130123,,,,,20,2021,4,40,4,1,4,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,1,182879,665244
2021000746,1,1,1,4000,1161,522,,14600314,,,,,11,2021,6,45,4,1,1,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,3,31,311,0,13,1,198360,748333
2021000749,1,1,1,7900,1248,1201,,11370031,,,,,51,2021,7,67,4,1,3,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,187922,665292
2021000764,1,1,3,0,,,,,44,0,378,3691,20,2021,10,6,4,5,2,3,3,1,0,3,1,4,3,3,1,1,9,9,9,0,0,9,5,51,513,99,99,1,181022,659513
2021000782,1,1,2,2640,430,,12,,,,,,51,2021,11,51,4,1,2,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,42,422,0,15,3,197090,665704
2021000795,1,1,1,7900,156,1174,,99970483,,,,,51,2021,3,72,4,5,3,3,2,0,2,1,1,3,3,6,1,1,9,9,9,0,0,9,4,42,422,0,13,1,186798,665691
2021000819,1,1,1,2650,151,155,,22130029,,,,,20,2021,6,67,4,1,3,3,1,1,0,1,1,3,3,1,1,1,9,9,9,3,3,2,5,51,511,0,16,1,185614,671292
2021000835,1,1,2,8600,1726,,56,,,,,,20,2021,2,60,4,1,5,2,1,3,0,1,1,1,2,1,1,1,9,9,9,3,3,1,5,51,512,0,14,1,183652,662438
2021000854,1,1,1,9000,1422,616,,14920523,,,,,34,2021,9,51,2,1,2,3,2,0,3,2,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,182986,570640
2021000860,1,1,3,0,,,,,4,8919,2448,469,12,2021,7,17,4,5,5,2,10,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,2,24,245,99,99,1,210250,772267
2021000877,1,1,3,0,,,,,2,57,438,79,51,2021,6,70,4,1,1,3,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,187743,692414
2021000888,1,1,3,0,,,,,20,0,85,8064,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99,99,1,177524,658992
2021000890,1,1,2,5000,3012,,4,,,,,,20,2021,11,65,4,1,4,3,1,3,0,1,1,1,3,1,1,1,9,9,9,3,2,9,5,51,511,0,13,1,178154,660870
2021000891,1,1,2,5000,2632,,9999,,,,,,20,2021,5,52,4,1,3,3,1,3,0,1,1,1,3,1,1,1,9,9,9,3,3,2,5,51,511,0,13,3,180903,662211
2021000900,1,1,2,502,,,9999,,,,,,12,2021,2,59,4,1,2,3,8,3,0,1,1,3,3,1,9,1,5,1,9,0,0,9,2,24,243,99,27,2,219750,762230
2021000906,1,1,4,0,,,,,652,0,105,,12,2021,3,67,4,1,4,3,2,0,1,4,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,196438,712560
2021000917,1,1,1,7400,1015,1022,,9890314,,,,,51,2021,7,57,4,1,5,2,1,0,2,1,1,2,3,1,1,1,9,9,9,3,4,1,4,41,411,0,13,1,187177,687759
2021000921,1,2,2,3730,317,,2,,,,,,43,2021,5,96,4,5,2,3,7,3,0,1,1,1,3,3,1,1,9,9,9,0,0,9,7,77,777,99,16,1,215443,641184
2021000923,1,1,1,8600,205,802,,9470113,,,,,20,2021,5,49,4,1,3,3,1,1,0,1,0,2,3,1,1,1,9,9,9,3,4,9,5,51,512,0,14,1,182680,666203
2021000924,1,1,2,1309,111,,23,,,,,,51,2021,10,55,4,1,1,2,1,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,42,422,0,16,1,195596,661654
2021000928,1,1,4,0,,,,,4,0,1110,,20,2021,3,46,4,1,1,3,3,0,3,5,0,0,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,183528,658855
2021000935,1,1,1,70,181,144,,10002,,,,,38,2021,2,56,4,1,2,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,6,61,613,0,13,1,166905,635516
2021000942,1,1,1,6500,604,602,,60007,,,,,12,2021,7,47,4,1,3,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,0,14,1,192131,704919
2021000965,1,1,4,0,,,,,6,0,459,,34,2021,3,88,4,5,6,1,10,0,2,7,1,3,3,3,1,1,6,2,9,0,0,9,6,62,623,99,99,1,186524,584608
2021000978,1,1,1,5000,1101,1107,,10800517,,,,,20,2021,3,29,4,1,4,3,2,1,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179488,664146
2021000985,1,1,1,5000,1650,1647,,430711,,,,,20,2021,7,51,4,1,5,3,2,1,0,1,3,1,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177373,662329
2021000995,1,1,2,8700,236,,6,,,,,,51,2021,10,73,4,5,7,2,1,1,0,1,1,3,4,6,1,1,9,9,9,1,2,1,4,42,421,0,15,1,186529,676695
2021001001,1,1,4,0,,,,,375,0,75,,61,2021,12,89,4,5,5,3,5,2,0,3,1,2,3,4,1,2,9,9,9,0,0,9,1,11,111,99,99,1,201490,623329
2021001005,1,1,2,6600,941,,26,,,,,,20,2021,6,62,4,1,2,3,1,0,2,1,1,2,3,1,1,1,9,9,9,3,3,2,5,51,513,0,14,1,180299,657522
2021001015,1,1,2,5000,2309,,105,,,,,,20,2021,4,26,4,5,3,3,1,1,0,1,1,1,3,6,1,1,9,9,7,0,0,9,5,51,511,0,13,1,179071,661752
2021001017,1,1,1,4000,690,6007,,18380409,,,,,11,2021,7,12,4,5,7,3,2,1,0,1,1,2,3,6,1,1,9,9,9,0,0,9,3,31,311,0,13,1,198157,745949
2021001020,1,1,2,2400,104,,9999,,,,,,20,2021,9,58,4,1,1,3,4,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,512,0,16,3,187025,659297
2021001045,1,1,2,6600,,,9999,,,,,,20,2021,10,79,4,5,2,3,12,3,0,1,1,1,3,3,1,1,9,9,9,0,0,9,5,51,513,0,14,2,179253,658228
2021001052,1,1,2,5000,1758,,9999,,,,,,20,2021,7,75,4,1,5,3,3,1,0,1,1,3,3,11,1,1,9,9,9,0,0,9,5,51,511,0,13,3,176326,661723
2021001057,1,2,4,0,,,,,90,0,3027,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,243766,644706
2021001066,1,1,2,2400,230,,47,,,,,,20,2021,7,59,4,1,6,1,11,3,0,1,1,0,3,1,1,1,1,1,9,0,0,9,5,51,512,0,16,1,186572,659440
2021001073,1,1,4,0,,,,,7,0,110,,38,2021,9,29,4,1,4,3,8,0,2,5,1,5,4,1,1,1,6,9,9,0,0,9,4,44,441,99,99,1,177161,635058
2021001077,1,1,1,8600,205,719,,9140112,,,,,20,2021,1,70,4,5,2,3,1,0,3,1,1,3,3,6,1,1,9,9,9,0,0,9,5,51,512,0,14,1,183181,666392
2021001086,1,2,4,0,,,,,4370,0,35,,43,2021,9,69,3,1,1,3,2,0,3,2,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,3,225767,634989
2021001101,1,1,1,9000,811,838,,8380023,,,,,34,2021,9,65,4,1,1,3,2,0,3,2,1,4,3,1,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180632,572821
2021001106,1,1,2,6900,483,,9999,,,,,,51,2021,7,7,4,5,6,3,2,0,2,1,1,4,3,3,1,1,9,9,9,0,0,9,4,42,421,0,14,3,189981,675740
