pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2019000073,1,1,1,6600,930,702,,8640054,,,,,20,2019,4,14,4,5,1,3,2,0,2,1,1,1,3,3,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178406,657925
2019000079,1,1,2,6500,609,,76,,,,,,12,2019,12,49,4,1,2,3,1,0,2,1,1,3,3,1,1,1,9,9,9,3,3,2,3,32,324,0,14,1,193007,704883
2019000098,1,1,2,3000,995,,9999,,,,,,61,2019,3,35,4,1,2,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,217792,632772
2019000102,1,1,3,0,,,,,4,5711,1490,347,51,2019,6,56,4,1,5,3,2,0,2,5,1,0,3,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,191547,694592
2019000107,1,1,2,9000,995,,9999,,,,,,34,2019,6,61,4,1,4,1,1,3,0,1,0,1,4,1,1,1,3,1,6,8,0,9,6,62,623,0,13,3,182127,572240
2019000113,1,1,2,6900,158,,9999,,,,,,51,2019,5,55,4,1,1,3,1,0,2,1,1,3,3,1,1,1,9,9,9,4,3,9,4,42,421,0,14,3,194433,676619
2019000114,1,1,2,7000,301,,9999,,,,,,52,2019,5,74,4,1,3,2,1,0,2,1,1,2,3,1,1,1,9,9,9,3,3,2,4,43,432,0,15,3,190514,650893
2019000116,1,1,1,5000,2245,1269,,80150814,,,,,20,2019,11,54,4,1,5,3,4,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179722,662956
2019000124,1,1,2,5000,2604,,22,,,,,,20,2019,6,49,4,1,5,3,4,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,181201,664262
2019000125,1,1,4,0,,,,,574,0,52,,12,2019,7,43,4,1,3,3,8,2,0,1,1,2,3,1,1,1,1,2,9,0,0,9,4,41,412,99,99,1,203043,696483
2019000127,1,1,2,3000,4713,,9999,,,,,,61,2019,5,77,4,1,7,2,1,0,1,1,1,2,3,1,1,1,9,9,9,4,2,9,1,11,111,0,12,3,223670,634078
2019000133,1,1,1,1139,188,180,,8340136,,,,,12,2019,5,54,4,1,6,3,2,3,0,1,1,5,3,1,1,1,9,9,9,0,0,9,2,24,242,0,16,1,227124,756488
2019000135,1,1,4,0,,,,,7703,0,0,,11,2019,3,35,4,1,5,3,2,0,3,3,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,3,210215,744418
2019000144,1,1,4,0,,,,,4,0,1445,,51,2019,4,21,4,5,5,3,8,0,2,5,1,3,3,3,1,1,6,2,9,0,0,9,4,41,411,99,99,1,190854,690168
2019000174,1,1,2,5000,2412,,68,,,,,,20,2019,4,88,4,5,2,2,1,1,0,1,1,3,3,3,1,1,9,9,9,4,2,2,5,51,511,0,13,1,178345,661292
2019000175,1,1,2,6800,256,,9999,,,,,,11,2019,3,35,4,1,1,2,2,0,3,3,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,0,15,3,210583,746901
2019000179,1,2,4,0,,,,,4370,,35,,43,2019,11,37,4,1,3,3,2,0,3,3,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,3,225767,634989
2019000183,1,1,2,6600,822,,27,,,,,,20,2019,1,61,4,1,3,3,7,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,180744,657328
2019000198,1,1,4,0,,,,,6524,0,19,,12,2019,8,57,4,1,3,3,3,2,0,4,0,2,3,1,1,1,9,9,9,0,0,9,3,32,323,99,99,1,210337,711007
2019000203,1,1,1,3000,5405,1737,,12670532,,,,,61,2019,12,49,4,1,3,3,2,0,2,2,0,4,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,221376,629226
2019000224,1,1,1,565,134,112,,9840001,,,,,20,2019,3,37,4,1,6,1,1,1,0,3,1,5,3,1,1,1,9,9,9,3,4,1,5,51,513,99,17,1,182049,658422
2019000230,1,1,2,8600,1742,,9999,,,,,,20,2019,8,49,4,1,2,2,6,0,3,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,3,184820,662160
2019000238,1,1,1,70,386,392,,10010001,,,,,38,2019,3,75,4,5,2,3,1,0,3,1,1,2,5,5,9,9,9,9,9,3,3,2,6,61,613,0,13,1,165504,631634
2019000243,1,1,2,2640,402,,6,,,,,,51,2019,6,41,4,1,2,3,2,3,0,1,1,3,4,1,1,1,9,9,9,0,0,9,4,42,422,0,15,1,196732,666897
2019000245,1,1,4,0,,,,,6,0,2079,,14,2019,7,38,4,1,1,3,3,0,2,6,1,4,3,1,1,1,9,9,9,0,0,9,2,23,235,99,99,1,209774,729337
2019000248,1,1,4,0,,,,,5,0,85,,51,2019,4,39,4,1,2,3,3,0,2,6,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,1,189135,669558
2019000258,1,1,2,8300,5101,,9999,,,,,,52,2019,5,38,4,1,6,3,7,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,44,442,0,13,3,182365,655140
2019000279,1,1,2,46,6503,,9999,,,,,,12,2019,5,35,4,1,4,3,10,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,22,222,99,19,3,248205,734426
2019000283,1,1,2,7700,341,,25,,,,,,14,2019,5,77,4,1,1,3,3,0,2,1,1,2,3,1,1,1,9,9,9,0,0,9,2,23,234,0,15,1,227289,724065
2019000300,1,1,1,5000,2524,2523,,160911,,,,,20,2019,7,52,4,1,4,3,2,0,5,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180810,664561
2019000321,1,1,4,0,,,,,672,0,280,,11,2019,12,31,4,1,3,2,8,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,3,31,311,99,99,1,205526,730733
2019000324,1,1,2,8000,603,,1,,,,,,12,2019,12,33,4,1,1,3,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,2,21,212,0,16,1,248453,763081
2019000364,1,1,2,8300,307,,30,,,,,,52,2019,11,53,4,1,2,3,1,0,3,1,1,1,3,1,1,1,9,9,9,3,2,1,4,44,442,0,13,1,181591,652893
2019000367,1,1,2,5000,914,,15,,,,,,20,2019,9,56,4,1,4,3,1,1,0,1,1,2,3,1,1,1,9,9,9,3,3,1,5,51,511,0,13,1,179855,666477
2019000377,1,1,2,3000,612,,9999,,,,,,61,2019,6,42,4,1,6,3,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,1,11,111,0,12,3,220254,632564
2019000409,1,1,1,2500,185,123,,15530001,,,,,11,2019,6,31,4,1,5,3,2,1,0,1,1,2,3,1,1,1,2,1,9,0,0,9,3,31,311,0,16,1,204524,741964
2019000418,1,1,1,7100,416,397,,1600002,,,,,38,2019,1,38,4,1,6,2,1,0,3,1,1,2,3,1,1,1,9,9,9,3,3,2,6,61,614,0,14,1,159024,619533
2019000431,1,1,1,5000,2025,3006,,80151147,,,,,20,2019,12,62,4,1,4,3,2,1,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,177349,660397
2019000443,1,1,4,0,,,,,5714,0,24,,51,2019,4,70,3,1,1,3,5,2,0,4,1,2,3,1,1,1,9,9,9,0,0,9,4,41,412,99,99,1,200721,693251
2019000446,1,1,2,70,206,,9999,,,,,,38,2019,10,44,4,1,1,3,2,0,3,1,1,3,4,1,1,1,9,9,9,0,0,9,6,61,613,0,13,3,168671,633472
2019000447,1,1,1,3000,1626,1630,,12240151,,,,,61,2019,5,55,2,1,4,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220328,630665
2019000448,1,1,2,6700,275,,9999,,,,,,12,2019,3,20,4,5,3,1,9,0,2,3,1,5,3,6,1,1,9,9,9,0,0,9,2,22,221,0,16,3,246561,743523
2019000455,1,1,1,2600,327,332,,7760001,,,,,33,2019,9,50,4,1,4,3,2,0,1,1,1,3,3,1,1,1,9,9,9,0,0,9,6,62,625,0,15,1,195664,386217
2019000464,1,1,1,1063,213,141,,30001,,,,,12,2019,5,63,4,1,4,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,2,24,243,0,16,1,227017,769312
2019000467,1,1,4,0,,,,,8533,0,3,,12,2019,5,54,4,1,7,3,3,0,3,1,1,4,3,1,1,1,9,9,9,0,0,9,2,24,245,99,99,1,215907,760885
2019000478,1,2,2,3797,241,,9999,,,,,,43,2019,5,54,4,1,5,2,1,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,7,77,777,0,15,3,204767,648262
2019000484,1,1,1,6600,720,304,,8260053,,,,,20,2019,1,32,4,1,3,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178396,658419
2019000497,1,1,4,0,,,,,90,0,3865,,14,2019,3,54,1,1,5,3,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,23,233,99,99,1,251603,718683
2019000511,1,1,2,3000,4106,,105,,,,,,61,2019,5,67,4,1,3,3,3,0,3,1,1,2,2,1,1,1,9,9,9,0,0,9,1,11,111,0,12,2,221411,637403
2019000513,1,1,2,3000,4254,,9999,,,,,,61,2019,2,45,4,1,3,2,1,0,5,1,1,2,3,1,1,1,9,9,9,1,2,9,1,11,111,0,12,3,223232,631062
2019000515,1,1,3,0,,,,,554,5503,34,2141,51,2019,6,47,4,1,1,3,2,0,3,4,1,3,3,1,1,1,9,9,9,0,0,9,4,42,421,99,99,1,192251,678461
2019000517,1,1,2,5000,1571,,8,,,,,,20,2019,9,38,4,1,5,3,4,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,13,1,180495,664518
2019000534,1,1,2,6100,517,,7,,,,,,20,2019,6,65,4,1,3,3,1,1,0,1,1,3,3,1,1,1,9,9,9,1,2,2,5,51,512,0,13,1,184188,666033
2019000537,1,1,2,482,,,9999,,,,,,12,2019,11,35,4,1,7,2,7,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,2,23,237,99,27,2,234811,745911
2019000539,1,1,3,0,,,,,89,8835,175,3778,12,2019,5,75,4,1,4,3,2,0,2,5,1,4,3,11,1,1,9,9,9,0,0,9,2,24,243,99,99,1,225941,769011
2019000544,1,1,4,0,,,,,20,0,145,,20,2019,9,78,4,5,1,2,4,0,5,4,1,1,3,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,179989,663064
2019000557,1,1,2,3000,983,,46,,,,,,61,2019,12,68,4,5,2,3,1,3,0,1,1,2,3,6,9,9,9,9,9,3,3,2,1,11,111,0,12,1,216466,632736
2019000583,1,1,4,0,,,,,8655,0,4,,12,2019,12,68,4,5,2,3,5,2,0,2,1,2,3,5,2,2,9,9,9,0,0,9,2,24,243,99,99,1,230111,765953
2019000596,1,1,2,147,,,9999,,,,,,52,2019,3,67,4,1,5,3,2,3,0,1,1,3,4,1,1,1,9,9,9,0,0,9,4,44,441,28,19,2,181271,641675
2019000605,1,1,1,2100,434,112,,7590001,,,,,11,2019,12,39,4,1,6,3,1,0,3,1,1,3,3,1,1,2,9,9,9,3,3,1,3,31,311,0,16,1,197382,741431
2019000615,1,1,4,0,,,,,6535,0,32,,12,2019,9,62,4,1,5,3,10,2,0,4,1,4,3,1,1,1,9,9,9,0,0,9,3,32,323,99,99,1,212592,712568
2019000619,1,1,4,0,,,,,9,0,123,,12,2019,6,81,2,5,7,2,3,0,3,5,1,3,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,200821,702211
2019000642,1,1,1,8400,101,105,,12080005,,,,,52,2019,2,90,4,5,4,3,2,0,3,1,1,3,3,6,1,1,9,9,9,0,0,9,4,44,441,0,14,1,181631,646687
2019000643,1,1,2,4000,512,,196,,,,,,11,2019,6,88,4,5,2,2,7,1,0,1,1,2,3,3,1,1,9,9,9,0,0,9,3,31,311,0,13,1,197701,748246
2019000645,1,1,2,7600,101,,9999,,,,,,12,2019,2,39,4,1,1,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,2,24,246,0,15,3,209087,755503
2019000651,1,1,4,0,,,,,8912,0,16,,12,2019,10,59,4,1,4,3,7,3,0,1,1,2,3,1,1,1,9,9,5,0,0,9,2,24,245,99,99,1,211302,768079
2019000654,1,1,1,8600,205,701,,9570115,,,,,20,2019,3,56,4,1,1,3,2,0,2,1,1,4,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,1,182289,665893
2019000660,1,1,4,0,,,,,805,0,189,,12,2019,5,65,4,1,1,3,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,24,241,99,99,1,233809,751749
2019000661,1,1,2,1292,,,9999,,,,,,12,2019,3,47,4,1,6,3,4,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,24,246,99,26,2,214067,759408
2019000671,1,1,1,5000,1506,1110,,10830517,,,,,20,2019,2,11,4,5,1,3,5,0,3,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179372,663911
2019000677,1,1,1,7400,649,661,,10590455,,,,,51,2019,12,63,4,1,4,3,1,0,3,1,1,2,3,1,9,1,9,9,9,3,3,2,4,41,411,0,13,1,186064,688601
2019000692,1,1,4,0,,,,,1,0,300,,61,2019,2,93,4,5,1,3,3,1,0,5,1,3,4,3,1,1,9,9,9,0,0,9,4,43,431,99,99,1,197324,641629
2019000696,1,1,1,1139,298,118,,8340034,,,,,12,2019,5,63,4,1,3,3,2,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,24,242,0,16,1,230070,758594
2019000699,1,1,2,944,,,9999,,,,,,11,2019,1,77,4,5,7,2,8,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,2,23,237,99,28,2,214243,738384
2019000712,1,1,1,6600,761,732,,290052,,,,,20,2019,11,94,4,5,6,3,2,0,1,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178146,658283
2019000717,1,2,4,0,,,,,505,0,319,,41,2019,5,77,4,5,7,3,5,0,1,4,1,5,3,6,1,1,9,9,9,0,0,9,7,77,777,99,99,1,211465,668739
2019000722,1,1,2,8900,,,9999,,,,,,12,2019,6,65,4,1,5,3,1,1,0,1,1,3,3,1,1,1,9,9,9,1,2,1,2,24,241,0,26,2,218067,751042
2019000728,1,1,2,2650,238,,9999,,,,,,20,2019,3,77,4,5,7,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,511,0,16,3,184369,671282
2019000734,1,1,2,9400,135,,25,,,,,,20,2019,12,55,4,1,5,3,1,1,0,1,1,2,3,1,1,1,9,9,9,3,2,9,4,42,422,0,16,1,189632,659719
2019000737,1,1,1,2800,111,115,,280002,,,,,12,2019,7,69,4,1,2,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,21,211,0,16,1,253465,791438
2019000744,1,2,3,0,,,,,465,446,85,7180,41,2019,6,61,4,1,5,3,2,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,203177,660665
2019000752,1,1,2,7900,108,,7,,,,,,51,2019,9,50,4,1,7,3,8,0,3,1,1,2,3,1,1,1,1,1,9,0,0,9,4,42,422,0,13,1,189755,666874
2019000767,1,1,4,0,,,,,4,0,1720,,12,2019,3,35,4,1,1,2,3,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,193878,716821
2019000773,1,2,4,0,,,,,505,0,404,,41,2019,2,67,4,1,5,3,5,3,0,4,1,2,3,1,2,2,9,9,9,0,0,9,7,77,777,99,99,1,219228,669811
2019000791,1,1,2,5000,1011,,9999,,,,,,20,2019,3,96,4,5,4,2,4,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,511,0,13,3,180525,668440
2019000794,1,1,2,6100,814,,12,,,,,,20,2019,4,53,4,1,4,3,4,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,512,0,13,1,185218,664806
2019000801,1,1,3,0,,,,,2,541,240,58,20,2019,2,91,4,5,4,3,2,1,0,1,1,4,3,6,2,2,9,9,9,0,0,9,5,51,511,99,99,1,182364,674176
2019000830,1,1,2,3000,429,,9999,,,,,,61,2019,1,29,4,1,5,3,13,0,5,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220532,631843
2019000846,1,1,1,3000,348,421,,10470142,,,,,61,2019,12,44,4,1,5,3,1,3,0,1,1,3,3,1,1,1,9,9,9,4,3,9,1,11,111,0,12,1,221031,632348
2019000851,1,1,4,0,,,,,444,0,363,,51,2019,1,81,4,5,4,3,8,0,2,5,1,3,3,3,2,2,2,2,9,0,0,9,4,41,412,99,99,1,198444,681361
2019000856,1,1,1,6200,220,201,,7490011,,,,,20,2019,8,55,4,1,6,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,176382,659474
2019000864,1,1,3,0,,,,,25,40,1725,4063,34,2019,12,59,4,1,7,3,2,0,3,4,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,183707,570456
2019000896,1,1,2,7600,402,,20,,,,,,12,2019,12,46,4,1,5,2,2,0,2,1,1,4,3,1,9,2,9,9,9,0,0,9,2,24,246,0,15,1,207427,759833
2019000905,1,2,4,0,,,,,60,0,1333,,41,2019,2,75,4,5,1,3,5,2,0,4,1,4,3,3,1,1,9,9,9,0,0,9,7,77,777,99,99,1,223393,667317
2019000916,1,1,1,4000,625,651,,20422,,,,,11,2019,9,51,2,1,1,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,198794,745247
2019000917,1,1,2,6100,309,,79,,,,,,20,2019,12,65,4,1,5,3,1,3,0,1,1,2,3,1,1,1,9,9,7,8,0,9,5,51,512,0,13,1,184478,667175
2019000943,1,1,1,6100,835,712,,8380031,,,,,20,2019,12,77,4,5,3,3,2,3,0,1,1,4,3,3,1,1,9,9,9,0,0,9,5,51,512,0,13,1,184943,666117
2019000958,1,1,1,4000,303,1012,,8120132,,,,,11,2019,3,96,4,5,7,3,2,0,3,1,1,4,3,3,2,2,9,9,9,0,0,9,3,31,311,0,13,1,201290,745244
2019000961,1,1,4,0,,,,,65,0,170,,12,2019,5,60,4,1,1,3,3,0,2,5,1,0,3,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,205087,710639
2019000962,1,1,3,0,,,,,3,3931,2505,10278,52,2019,5,61,4,1,1,3,2,0,3,5,1,4,3,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,181711,631179
2019000972,1,1,1,5000,1269,1555,,17730555,,,,,20,2019,6,91,4,5,7,3,2,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179310,663405
2019000984,1,1,1,9000,285,283,,290011,,,,,34,2019,9,95,4,5,1,3,5,3,0,1,1,3,4,3,1,1,9,9,9,0,0,9,6,62,623,0,13,1,179098,574289
2019000986,1,1,2,3000,436,,12,,,,,,61,2019,5,42,4,1,2,3,8,3,0,1,1,2,3,1,1,1,5,5,9,0,0,9,1,11,111,0,12,1,220844,632061
2019001016,1,1,3,0,,,,,5,40,105,4021,51,2019,1,5,4,5,6,3,2,0,3,3,1,5,3,3,1,1,9,9,9,0,0,9,4,42,422,99,99,1,191061,669819
2019001022,1,1,1,6900,446,420,,13030376,,,,,51,2019,3,46,4,1,2,3,2,0,3,1,0,2,3,1,9,1,2,1,9,0,0,9,4,42,421,0,14,1,190296,676199
2019001023,1,2,4,0,,,,,60,0,1193,,41,2019,12,93,4,5,2,3,2,1,0,4,1,3,3,3,2,2,9,9,9,0,0,9,7,77,777,99,99,1,225538,658675
2019001024,1,1,3,0,,,,,89,0,178,1445,12,2019,7,75,4,1,4,3,5,0,3,2,1,3,3,1,1,1,9,9,9,0,0,9,2,24,243,99,99,1,226220,768859
2019001032,1,1,4,0,,,,,60,0,809,,61,2019,3,64,1,1,5,3,10,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99,99,1,216324,624070
2019001047,1,1,2,3000,4277,,9999,,,,,,61,2019,1,79,4,5,1,3,1,3,0,1,1,1,3,3,1,1,9,9,9,4,3,9,1,11,111,0,12,3,221336,634187
2019001049,1,1,4,0,,,,,44,0,280,,52,2019,8,94,4,5,5,3,3,0,2,5,1,4,3,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,186393,651405
2019001090,1,1,1,70,165,597,,9380123,,,,,38,2019,8,1,4,5,2,3,2,0,3,3,1,3,3,3,1,1,9,9,9,0,0,9,6,61,613,0,13,1,168201,635083
2019001099,1,1,2,3000,4677,,9999,,,,,,61,2019,3,39,4,1,6,2,10,0,5,1,1,2,2,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220922,640669
2019001102,1,1,2,3000,5893,,9999,,,,,,61,2019,12,55,4,1,1,3,5,3,0,1,3,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,223234,629423
2019001116,1,1,4,0,,,,,65,0,263,,12,2019,5,7,4,5,3,3,8,0,2,5,1,4,3,4,1,1,6,2,9,0,0,9,3,32,323,99,99,1,213040,714434
2019001117,1,1,1,70,157,147,,7690005,,,,,38,2019,11,52,4,1,2,3,1,0,3,1,1,3,3,1,1,1,9,9,9,4,3,1,6,61,613,0,13,1,167125,634862
2019001118,1,1,2,1061,145,,9999,,,,,,14,2019,8,85,4,5,1,3,1,0,3,1,1,4,3,3,1,1,9,9,9,3,3,2,2,23,237,0,16,3,229596,733200
2019001144,1,1,2,4000,309,,8,,,,,,11,2019,1,65,4,1,1,2,4,1,0,1,1,4,3,1,1,1,9,9,6,8,0,9,3,31,311,0,13,1,200808,746271
2019001149,1,1,4,0,,,,,20,0,129,,20,2019,11,8,4,5,6,3,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,511,99,99,1,179700,661492
2019001170,1,1,4,0,,,,,65,0,735,,12,2019,8,54,4,1,4,3,10,0,2,5,1,5,3,1,1,1,9,9,9,0,0,9,2,22,222,99,99,1,237969,745185
2019001171,1,1,1,8600,902,719,,10127,,,,,20,2019,2,33,4,1,2,3,2,3,0,1,1,3,3,1,2,1,9,9,9,0,0,9,5,51,512,0,14,1,183215,666189
2019001172,1,1,2,6600,109,,8,,,,,,20,2019,1,39,4,1,5,3,5,3,0,1,0,3,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,181496,657406
2019001182,1,1,1,5000,1103,1135,,12950556,,,,,20,2019,7,59,4,1,5,3,4,0,3,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178713,663450
2019001187,1,1,2,3000,4837,,2,,,,,,61,2019,1,55,4,1,6,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,222636,637079
2019001193,1,1,1,6200,201,221,,7670023,,,,,20,2019,3,77,4,5,5,3,2,0,2,1,1,3,3,3,2,2,9,9,9,0,0,9,5,51,513,0,14,1,176086,658928
2019001197,1,1,2,681,127,,9999,,,,,,20,2019,3,41,4,1,4,3,4,1,0,1,1,1,3,1,1,1,9,9,9,0,0,9,4,42,422,0,16,3,186039,664190
2019001198,1,1,4,0,,,,,40,0,2701,,52,2019,1,53,4,1,2,3,2,0,3,3,1,4,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,187467,647328
2019001199,1,1,4,0,,,,,73,0,98,,14,2019,2,58,4,1,7,3,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,23,234,99,99,1,225957,729471
2019001204,1,1,2,1161,,,9999,,,,,,34,2019,9,85,4,5,5,2,1,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,6,62,623,0,25,2,176674,588820
2019001217,1,1,3,0,,,,,600,7269,2175,1075,14,2019,8,51,4,1,3,2,9,0,2,4,1,4,3,1,1,1,9,9,9,0,0,9,2,23,237,99,99,1,227475,731262
2019001223,1,1,1,7900,1219,129,,8940032,,,,,51,2019,5,57,4,1,5,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189365,664737
2019001234,1,1,2,3000,1346,,9999,,,,,,61,2019,3,74,4,5,3,3,15,2,0,1,1,3,3,3,2,2,9,9,9,0,0,9,1,11,111,0,12,3,217222,628149
2019001244,1,1,4,0,,,,,574,0,160,,12,2019,2,57,4,1,1,3,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,202238,705747
